"code","iso","country","EEZ.raw.1990","EEZ.raw.1991","EEZ.raw.1992","EEZ.raw.1993","EEZ.raw.1994","EEZ.raw.1995","EEZ.raw.1996","EEZ.raw.1997","EEZ.raw.1998","EEZ.raw.1999","EEZ.raw.2000","EEZ.raw.2001","EEZ.raw.2002","EEZ.raw.2003","EEZ.raw.2004","EEZ.raw.2005","EEZ.raw.2006","EEZ.raw.2007","EEZ.raw.2008","EEZ.raw.2009","EEZ.raw.2010","EEZ.raw.2011","EEZ.raw.2012","EEZ.raw.2013","EEZ.raw.2014","EEZ.raw.2015","EEZ.raw.2016","EEZ.raw.2017","EEZ.raw.2018","EEZ.raw.2019","EEZ.raw.2020","EEZ.raw.2021","EEZ.raw.2022"
68,"BOL","Bolivia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008,12.9862039109008
72,"BWA","Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"BRA","Brazil",3698542.58322505,3698542.58322506,3698542.58322497,3698542.58322491,3698542.58322497,3698542.58322498,3698542.58322499,3698542.58322498,3698542.58322505,3698542.58322509,3698542.58322522,3698542.58322547,3698542.58322555,3698542.58322559,3698542.58322511,3698542.58322494,3698542.58322495,3698542.58322473,3698542.58322474,3698542.58322529,3698542.58322519,3698542.58322519,3698542.58322526,3698542.58322526,3698542.58322511,3698542.58322511,3698542.5832251,3698542.58322508,3698542.58322509,3698542.58322585,3698542.58322585,3698542.58322585,3698542.58322585
92,"VGB","British Virgin Islands",81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728,81980.8130412728
96,"BRN","Brunei Darussalam",43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759,43424.7829732759
100,"BGR","Bulgaria",34767.3702727153,34767.3702727153,34767.3702727153,34767.3702726935,34767.37027274,34767.3702727324,34767.3702727102,34767.3702727102,34767.3702727102,34767.3702727102,34767.3702727102,34767.3702727102,34767.3702727102,34767.3702726881,34767.3702727019,34767.3702727019,34767.3702727019,34767.3702727019,34767.3702726799,34767.3702727699,34767.3702727699,34767.3702727699,34767.3702727699,34767.3702727699,34767.3702727699,34767.3702727699,34767.3702727916,34767.3702728345,34767.3702728649,34767.3702728649,34767.3702728649,34767.3702728649,34767.3702728649
854,"BFA","Burkina Faso",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"BDI","Burundi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"CPV","Cabo Verde",806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572,806497.020121572
116,"KHM","Cambodia",49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488537826,49004.3488538937,49004.3488538937,49004.3488538937,49004.3488538937
120,"CMR","Cameroon",15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693,15243.8827974693
124,"CAN","Canada",5744566.99786287,5744566.99786287,5744566.99786293,5744566.99786296,5744566.9978628,5744566.9978628,5744566.9978628,5744566.99786279,5744566.9978628,5744566.99786319,5744566.99786323,5744566.99786372,5744566.99786365,5744566.99786365,5744566.99786379,5744566.99786377,5744566.99786241,5744566.99786234,5744566.9978623,5744566.99786245,5744566.99786298,5744566.99786311,5744566.99786304,5744566.99786307,5744566.99786312,5744566.997863,5744566.99786345,5744566.99786342,5744566.99786336,5744566.99786337,5744566.99786909,5744566.99786913,5744566.99786913
136,"CYM","Cayman Islands",121059.623230354,121059.623230354,121059.623230354,121059.623230354,121059.623230354,121059.623230354,121059.623230354,121059.623230354,121059.623230354,121059.623230354,121059.623230354,121059.623230354,121059.623230354,121059.623230356,121059.623230356,121059.623230356,121059.623230356,121059.623230356,121059.623230356,121059.623230356,121059.623230356,121059.623230357,121059.623230357,121059.623230357,121059.623230357,121059.623230356,121059.623230356,121059.623230356,121059.623230356,121059.623230356,121059.623230356,121059.623230356,121059.623230356
140,"CAF","Central African Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"TCD","Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"CHL","Chile",3676760.68362781,3676760.68362781,3676760.68362781,3676760.68362771,3676760.68362771,3676760.68362771,3676760.68362771,3676760.68362766,3676760.68362766,3676760.68362766,3676760.68362766,3676760.68362766,3676760.68362766,3676760.68362766,3676760.68362769,3676760.68362768,3676760.68362769,3676760.68362762,3676760.68362765,3676760.68362765,3676760.68362765,3676760.68362765,3676760.68362765,3676760.68362765,3676760.68362765,3676760.68362765,3676760.68362772,3676760.68362772,3676760.68362669,3676760.68362718,3676760.68362838,3676760.68362847,3676760.68362847
156,"CHN","China",1382159.87773722,1382159.87773722,1382159.87773722,1382159.87773717,1382159.87773717,1382159.87773717,1382159.87773717,1382159.87773717,1382159.87773717,1382159.87773717,1382159.87773717,1382159.87773717,1382159.87773717,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711,1382159.87773711
170,"COL","Colombia",780576.284759114,780576.284759114,780576.284759114,780576.284759114,780576.284759114,780576.284759114,780576.284759245,780576.284759245,780576.284759245,780576.284759146,780576.284759146,780576.284759146,780576.284759147,780576.284759147,780576.284759146,780576.284759159,780576.284755729,780576.284755729,780576.284755729,780576.284755729,780576.284755729,780576.284755763,780576.284755763,780576.284755763,780576.28475577,780576.284755879,780576.284755876,780576.284755876,780576.284748918,780576.284748966,780576.284748965,780576.284748965,780576.284748965
174,"COM","Comoros",232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355728,232637.034355728,232637.034355728,232637.034355728,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725,232637.034355725
184,"COK","Cook Islands",1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08897777,1980804.08899719,1980804.08899719,1980804.08899719,1980804.08899719,1980804.08899719
188,"CRI","Costa Rica",603010.807524786,603010.807524786,603010.807524784,603010.807524796,603010.807524796,603010.807524787,603010.807524799,603010.807524799,603010.807524799,603010.807524849,603010.807524849,603010.807524849,603010.807524849,603010.807524849,603010.807524849,603010.807524849,603010.807524849,603010.807524847,603010.807524847,603010.807524847,603010.807524847,603010.807524847,603010.807524847,603010.807524847,603010.807524847,603010.807524847,603010.807524847,603010.807524847,603010.807524847,603010.807524868,603010.807524868,603010.807524886,603010.807524886
384,"CIV","Cote d'Ivoire",172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536359,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496,172903.151536496
191,"HRV","Croatia",55526.8877254454,55526.8877254454,55526.8877254454,55526.8877254454,55526.8877254454,55526.8877254223,55526.8877254223,55526.8877254223,55526.8877254223,55526.8877254223,55526.8877254223,55526.8877254223,55526.8877254223,55526.8877254223,55526.8877254223,55526.8877254223,55526.8877254223,55526.8877254224,55526.8877254224,55526.8877254223,55526.8877254223,55526.8877254223,55526.8877254224,55526.8877254224,55526.8877253512,55526.8877240789,55526.8877240789,55526.8877240789,55526.8877240789,55526.8877240789,55526.8877240793,55526.8877240792,55526.8877240792
192,"CUB","Cuba",353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778825997,353970.778825997,353970.778825997,353970.778825997,353970.778825997,353970.778825997,353970.778825997,353970.778825998,353970.778825998,353970.778826026,353970.778826026,353970.778826135,353970.778826135,353970.778826135,353970.778826135,353970.778826135,353970.778826135,353970.778826135,353970.778826135,353970.778826135,353970.778826135
531,"CUW","Curacao",25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061
196,"CYP","Cyprus",98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179953017,98691.6179952982,98691.6179952982,98691.6179952982,98691.6179953781,98691.6179953781,98691.6179953781,98691.6179953781,98691.6179953781,98691.6179953781,98691.617995343,98691.617995343,98691.617995307,98691.6179953158,98691.6179953158,98691.6179953158,98691.6179953158,98691.6179953158
203,"CZE","Czech Republic",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"COD","Dem. Rep. Congo",13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723
208,"DNK","Denmark",104662.293646781,104662.293646781,104662.293646781,104662.293647201,104662.293647202,104662.293647201,104662.293647201,104662.293647201,104662.293647201,104662.293647201,104662.293647201,104662.293647198,104662.293647202,104662.293647226,104662.293647217,104662.293646891,104662.293647266,104662.293647224,104662.293646989,104662.293646985,104662.293647833,104662.293647898,104662.293647763,104662.293647933,104662.29364805,104662.293648033,104662.293648033,104662.293647689,104662.293647831,104662.293647831,104662.293647831,104662.293647831,104662.293647831
262,"DJI","Djibouti",7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079
212,"DMA","Dominica",28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501
214,"DOM","Dominican Republic",387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.109352308,387235.109352308,387235.109352308,387235.109352308,387235.109352308,387235.109352428,387235.109352428,387235.109352456,387235.109352456,387235.109352454,387235.109352443,387235.109352443,387235.109352443,387235.109352443,387235.109352443,387235.109352443,387235.109352443,387235.109352443
218,"ECU","Ecuador",1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189489,1137414.14189489,1137414.14189494,1137414.14189494,1137414.14189497,1137414.14189496,1137414.14189496,1137414.14189496,1137414.14189486,1137414.14189488,1137414.1418949,1137414.14189489,1137414.14189489,1137414.14189494,1137414.14189499,1137414.14189499,1137414.1418952,1137414.14189518,1137414.14189513,1137414.14189505,1137414.14189505,1137414.14189505,1137414.14189505,1137414.14189505
818,"EGY","Egypt",263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840186,263956.147840186,263956.147840186,263956.147840186,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317
