"code","iso","country","SOE.raw.2003","SOE.raw.2004","SOE.raw.2005","SOE.raw.2006","SOE.raw.2007","SOE.raw.2008","SOE.raw.2009","SOE.raw.2010","SOE.raw.2011","SOE.raw.2012","SOE.raw.2013","SOE.raw.2014","SOE.raw.2015","SOE.raw.2016","SOE.raw.2017","SOE.raw.2018","SOE.raw.2019"
40,"AUT","Austria",0.006604293,0.005817966,0.005977879,0.005490635,0.004834197,0.0046997,0.004258629,0.003831225,0.0037097,0.0034187,0.003283892,0.003222106,0.003123367,0.002864289,0.002641088,0.002756493,0.002444838
31,"AZE","Azerbaijan",0.013970645,0.014489039,0.013775868,0.013062216,0.012303081,0.011217808,0.010566213,0.010110765,0.009174182,0.009343735,0.009102408,0.008867642,0.008708232,0.008549078,0.007905808,0.007452307,0.007607446
44,"BHS","Bahamas",0.003302013,0.002840496,0.002870976,0.002830834,0.002691362,0.002499195,0.002436073,0.002253561,0.002311074,0.002277679,0.002223468,0.002426806,0.002527931,0.002289315,0.001525095,0.001464431,0.001435063
48,"BHR","Bahrain",0.035964745,0.036962536,0.036704006,0.037097166,0.035688275,0.034632869,0.033165074,0.037906985,0.033811971,0.034504139,0.034248815,0.034339315,0.034618444,0.03780883,0.038428359,0.037154104,0.035889673
50,"BGD","Bangladesh",0.010927918,0.011827579,0.012724413,0.014309729,0.014481693,0.015423718,0.016994242,0.01651239,0.017983973,0.018663447,0.019061566,0.020177521,0.020512891,0.020546419,0.01969033,0.021594055,0.023096158
52,"BRB","Barbados",0.000780999,0.000713901,0.000860296,0.000731611,0.000688321,0.000638747,0.000604421,0.000720036,0.000652123,0.000623365,0.000587685,0.000544243,0.000572671,0.000676908,0.000467282,0.000435684,0.000482321
112,"BLR","Belarus",0.005271813,0.005351725,0.005304464,0.005080919,0.004996812,0.004787088,0.004812935,0.004976193,0.004714881,0.004625542,0.004712314,0.004592664,0.004434224,0.00434755,0.00424451,0.004283397,0.004154716
56,"BEL","Belgium",0.015095143,0.013376919,0.012227397,0.010844701,0.010158137,0.009111511,0.008346824,0.007473565,0.006941451,0.006378703,0.006070411,0.005710953,0.005182851,0.004888349,0.004670096,0.004313213,0.003650112
84,"BLZ","Belize",0.001058922,0.000898218,0.001048389,0.000834417,0.000870324,0.000806321,0.000790441,0.000777508,0.000850904,0.000733838,0.000787028,0.000783386,0.000776729,0.000780132,0.000730754,0.000662834,0.000749138
204,"BEN","Benin",0.001509508,0.001797678,0.001932751,0.001861032,0.002190306,0.002241276,0.002049803,0.001970872,0.002082179,0.002125531,0.00216112,0.002166167,0.002352012,0.002341437,0.002335507,0.002370242,0.00237537
60,"BMU","Bermuda",0.001034338,0.000990159,0.000950137,0.000930497,0.00084796,0.000835194,0.000824935,0.00075592,0.00074217,0.000752844,0.000710101,0.000729243,0.000730028,0.000727164,0.000534527,0.000497851,0.000509101
64,"BTN","Bhutan",0.003059746,0.003292779,0.003597486,0.003891518,0.003992306,0.004236171,0.004657762,0.004759456,0.005029558,0.005254431,0.005357167,0.005654894,0.005604088,0.005817956,0.005844926,0.005976049,0.006331967
68,"BOL","Bolivia",0.000542056,0.00056391,0.000543528,0.000469112,0.000525848,0.000470723,0.000399816,0.000547692,0.000478855,0.000375756,0.000362501,0.000351405,0.000340287,0.000440943,0.000368807,0.000352364,0.000393661
70,"BIH","Bosnia and Herzegovina",0.034833506,0.033287642,0.034588831,0.031442156,0.027527128,0.024580953,0.020857049,0.017511605,0.017680494,0.016500375,0.015278503,0.014825668,0.014310461,0.013497989,0.012889809,0.01258121,0.011734278
72,"BWA","Botswana",0.00503335,0.005049081,0.005060074,0.00526709,0.005294463,0.005383637,0.005138572,0.005546238,0.005487062,0.005223607,0.005206195,0.005312837,0.005219167,0.005231057,0.005250271,0.005114995,0.005450139
76,"BRA","Brazil",0.009107155,0.008525494,0.0081696,0.007997036,0.007679291,0.007253545,0.006938581,0.006508412,0.00662714,0.006541006,0.006308724,0.006282533,0.006384705,0.006094274,0.005964575,0.00600372,0.006177151
92,"VGB","British Virgin Islands",0.000726103,0.000630974,0.000703543,0.00070683,0.000722475,0.000596614,0.000658038,0.000701402,0.000619652,0.000649857,0.000587409,0.000635801,0.000664776,0.00068094,0.000549008,0.000506413,0.000556756
96,"BRN","Brunei Darussalam",0.002905193,0.002653761,0.003105379,0.002668474,0.002570396,0.002631779,0.003764984,0.003053294,0.003198118,0.003272714,0.003077032,0.003043544,0.003196426,0.003555147,0.002708158,0.003063562,0.003274333
100,"BGR","Bulgaria",0.066165034,0.066129266,0.06389764,0.059819097,0.053364115,0.047919249,0.042510257,0.035533199,0.035820033,0.0346889,0.033249574,0.03100731,0.031243545,0.029650603,0.029835825,0.027612024,0.027159726
854,"BFA","Burkina Faso",0.00075822,0.000860708,0.000868567,0.000824181,0.000869979,0.000865437,0.000884444,0.00097819,0.000944862,0.000870122,0.000929495,0.000953871,0.000931532,0.000989604,0.001018804,0.001018025,0.001023406
108,"BDI","Burundi",0.009095043,0.009095557,0.009329303,0.008977042,0.009863469,0.009281585,0.009241415,0.009351154,0.010041278,0.010493605,0.009989997,0.010053879,0.009618203,0.009443445,0.009390839,0.009972253,0.010337961
132,"CPV","Cabo Verde",0.000665677,0.00069992,0.000725792,0.000698963,0.000673826,0.000693541,0.000681451,0.000678115,0.000654141,0.000689118,0.000634754,0.000577143,0.000617509,0.000591913,0.000569972,0.000524101,0.000524383
116,"KHM","Cambodia",0.003436989,0.00428088,0.004691343,0.004756255,0.004801596,0.004799426,0.005124716,0.005167463,0.005073258,0.005016388,0.005320156,0.005273166,0.005265321,0.005302483,0.004972848,0.005210328,0.005348759
120,"CMR","Cameroon",0.004281253,0.004313799,0.004332354,0.004293161,0.004377269,0.004441749,0.004368922,0.004331413,0.00441736,0.004463097,0.004492846,0.004489031,0.004507157,0.004767587,0.004726355,0.004744485,0.00481118
124,"CAN","Canada",0.016268203,0.014734043,0.014436906,0.013122477,0.012056364,0.011285224,0.010208644,0.009127404,0.008877572,0.008661556,0.008354162,0.007997276,0.007994647,0.007552797,0.007341453,0.006984597,0.006790068
