"code","iso","country","FOG.raw.1750","FOG.raw.1751","FOG.raw.1752","FOG.raw.1753","FOG.raw.1754","FOG.raw.1755","FOG.raw.1756","FOG.raw.1757","FOG.raw.1758","FOG.raw.1759","FOG.raw.1760","FOG.raw.1761","FOG.raw.1762","FOG.raw.1763","FOG.raw.1764","FOG.raw.1765","FOG.raw.1766","FOG.raw.1767","FOG.raw.1768","FOG.raw.1769","FOG.raw.1770","FOG.raw.1771","FOG.raw.1772","FOG.raw.1773","FOG.raw.1774","FOG.raw.1775","FOG.raw.1776","FOG.raw.1777","FOG.raw.1778","FOG.raw.1779","FOG.raw.1780","FOG.raw.1781","FOG.raw.1782","FOG.raw.1783","FOG.raw.1784","FOG.raw.1785","FOG.raw.1786","FOG.raw.1787","FOG.raw.1788","FOG.raw.1789","FOG.raw.1790","FOG.raw.1791","FOG.raw.1792","FOG.raw.1793","FOG.raw.1794","FOG.raw.1795","FOG.raw.1796","FOG.raw.1797","FOG.raw.1798","FOG.raw.1799","FOG.raw.1800","FOG.raw.1801","FOG.raw.1802","FOG.raw.1803","FOG.raw.1804","FOG.raw.1805","FOG.raw.1806","FOG.raw.1807","FOG.raw.1808","FOG.raw.1809","FOG.raw.1810","FOG.raw.1811","FOG.raw.1812","FOG.raw.1813","FOG.raw.1814","FOG.raw.1815","FOG.raw.1816","FOG.raw.1817","FOG.raw.1818","FOG.raw.1819","FOG.raw.1820","FOG.raw.1821","FOG.raw.1822","FOG.raw.1823","FOG.raw.1824","FOG.raw.1825","FOG.raw.1826","FOG.raw.1827","FOG.raw.1828","FOG.raw.1829","FOG.raw.1830","FOG.raw.1831","FOG.raw.1832","FOG.raw.1833","FOG.raw.1834","FOG.raw.1835","FOG.raw.1836","FOG.raw.1837","FOG.raw.1838","FOG.raw.1839","FOG.raw.1840","FOG.raw.1841","FOG.raw.1842","FOG.raw.1843","FOG.raw.1844","FOG.raw.1845","FOG.raw.1846","FOG.raw.1847","FOG.raw.1848","FOG.raw.1849","FOG.raw.1850","FOG.raw.1851","FOG.raw.1852","FOG.raw.1853","FOG.raw.1854","FOG.raw.1855","FOG.raw.1856","FOG.raw.1857","FOG.raw.1858","FOG.raw.1859","FOG.raw.1860","FOG.raw.1861","FOG.raw.1862","FOG.raw.1863","FOG.raw.1864","FOG.raw.1865","FOG.raw.1866","FOG.raw.1867","FOG.raw.1868","FOG.raw.1869","FOG.raw.1870","FOG.raw.1871","FOG.raw.1872","FOG.raw.1873","FOG.raw.1874","FOG.raw.1875","FOG.raw.1876","FOG.raw.1877","FOG.raw.1878","FOG.raw.1879","FOG.raw.1880","FOG.raw.1881","FOG.raw.1882","FOG.raw.1883","FOG.raw.1884","FOG.raw.1885","FOG.raw.1886","FOG.raw.1887","FOG.raw.1888","FOG.raw.1889","FOG.raw.1890","FOG.raw.1891","FOG.raw.1892","FOG.raw.1893","FOG.raw.1894","FOG.raw.1895","FOG.raw.1896","FOG.raw.1897","FOG.raw.1898","FOG.raw.1899","FOG.raw.1900","FOG.raw.1901","FOG.raw.1902","FOG.raw.1903","FOG.raw.1904","FOG.raw.1905","FOG.raw.1906","FOG.raw.1907","FOG.raw.1908","FOG.raw.1909","FOG.raw.1910","FOG.raw.1911","FOG.raw.1912","FOG.raw.1913","FOG.raw.1914","FOG.raw.1915","FOG.raw.1916","FOG.raw.1917","FOG.raw.1918","FOG.raw.1919","FOG.raw.1920","FOG.raw.1921","FOG.raw.1922","FOG.raw.1923","FOG.raw.1924","FOG.raw.1925","FOG.raw.1926","FOG.raw.1927","FOG.raw.1928","FOG.raw.1929","FOG.raw.1930","FOG.raw.1931","FOG.raw.1932","FOG.raw.1933","FOG.raw.1934","FOG.raw.1935","FOG.raw.1936","FOG.raw.1937","FOG.raw.1938","FOG.raw.1939","FOG.raw.1940","FOG.raw.1941","FOG.raw.1942","FOG.raw.1943","FOG.raw.1944","FOG.raw.1945","FOG.raw.1946","FOG.raw.1947","FOG.raw.1948","FOG.raw.1949","FOG.raw.1950","FOG.raw.1951","FOG.raw.1952","FOG.raw.1953","FOG.raw.1954","FOG.raw.1955","FOG.raw.1956","FOG.raw.1957","FOG.raw.1958","FOG.raw.1959","FOG.raw.1960","FOG.raw.1961","FOG.raw.1962","FOG.raw.1963","FOG.raw.1964","FOG.raw.1965","FOG.raw.1966","FOG.raw.1967","FOG.raw.1968","FOG.raw.1969","FOG.raw.1970","FOG.raw.1971","FOG.raw.1972","FOG.raw.1973","FOG.raw.1974","FOG.raw.1975","FOG.raw.1976","FOG.raw.1977","FOG.raw.1978","FOG.raw.1979","FOG.raw.1980","FOG.raw.1981","FOG.raw.1982","FOG.raw.1983","FOG.raw.1984","FOG.raw.1985","FOG.raw.1986","FOG.raw.1987","FOG.raw.1988","FOG.raw.1989","FOG.raw.1990","FOG.raw.1991","FOG.raw.1992","FOG.raw.1993","FOG.raw.1994","FOG.raw.1995","FOG.raw.1996","FOG.raw.1997","FOG.raw.1998","FOG.raw.1999","FOG.raw.2000","FOG.raw.2001","FOG.raw.2002","FOG.raw.2003","FOG.raw.2004","FOG.raw.2005","FOG.raw.2006","FOG.raw.2007","FOG.raw.2008","FOG.raw.2009","FOG.raw.2010","FOG.raw.2011","FOG.raw.2012","FOG.raw.2013","FOG.raw.2014","FOG.raw.2015","FOG.raw.2016","FOG.raw.2017","FOG.raw.2018","FOG.raw.2019"
694,"SLE","Sierra Leone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53e-06,1.68e-05,3.5e-05,5.7e-05,8.09e-05,0.000105,0.000127,0.000145,0.000157,0.000162,0.000158,0.000148,0.000134,0.000116,9.65e-05,7.71e-05,5.93e-05,4.47e-05,3.47e-05,3.11e-05,3.17e-05,3.35e-05,3.63e-05,3.99e-05,4.43e-05,4.92e-05,5.45e-05,6.01e-05,6.59e-05,7.16e-05,7.76e-05,8.43e-05,9.18e-05,1e-04,0.000109,0.000119,0.000129,0.00014,0.000152,0.000165,0.000179,0.000196,0.000215,0.000236,0.00026,0.000285,0.000313,0.000342,0.000373,0.000405,0.000443,0.00049,0.000543,0.000602,0.000664,0.000728,0.000793,0.000857,0.000918,0.000975,0.00103,0.00108,0.00113,0.00118,0.00123,0.00128,0.00134,0.00139,0.00146,0.00145,0.00381,0.00553,0.022,0.0458,0.0756,0.112,0.0826,0.0918,0.0884,0.0715,0.324,1.03,2,3.44,5.45,5.88,6.96,8.04,8.9,9.76,9.7,10.5,11.3,12,12.8,13.6,14.4,15.1,15.9
702,"SGP","Singapore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.38e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.39e-06,9.4e-06,9.4e-06,9.4e-06,1.1e-05,1.53e-05,2.19e-05,3.02e-05,3.96e-05,4.97e-05,5.98e-05,6.94e-05,7.8e-05,8.51e-05,9.08e-05,9.61e-05,0.000101,0.000106,0.00011,0.000115,0.000119,0.000124,0.00013,0.000136,0.000142,0.000149,0.000157,0.000165,0.000173,0.000182,0.000191,2e-04,0.00021,0.000221,0.00242,0.00837,0.0171,0.0278,0.0394,0.051,0.0617,0.0705,0.0765,0.0788,0.0772,0.0726,0.0658,0.0575,0.0484,0.0393,0.031,0.0241,0.0195,0.0179,0.0298,0.063,0.114,0.178,0.253,0.334,0.417,0.5,0.577,0.647,0.71,0.775,0.84,0.905,0.97,1.04,1.1,1.17,1.24,1.3,1.38,1.44,1.51,1.57,1.64,1.71,1.79,1.89,1.99,1.99,19.4,36,63.9,88,139,194,233,274,340,400,379,381,390,484,524,552,586,614,660,744,881,863,883,865,975,1070,1150,1290,1650,1770,2340,2570,2810,2840,2990,3390,3660,3930,3690,3920,3830,3750,4470,4660,4850,5040,5230,5410,5600
534,"SXM","Sint Maarten",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
703,"SVK","Slovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0664,0.0928,0.133,0.183,0.24,0.301,0.362,0.421,0.473,0.515,0.55,0.582,0.612,0.64,0.667,0.694,0.723,0.753,0.786,0.823,0.862,0.905,0.949,0.997,1.05,1.1,1.15,1.21,1.27,1.34,1.59,2.18,3.05,4.12,5.34,6.63,7.93,9.19,10.3,11.3,12.1,12.9,13.6,14.4,15.1,15.8,16.6,17.3,18,18.8,19.6,20.3,21.2,22,22.9,23.9,24.9,25.9,27.1,28.3,29.6,31.1,32.7,34.4,36.2,38.1,40,42,44.1,46.2,48.5,51.1,54,57,60,63,65.8,68.4,70.7,80.9,96.7,112,124,130,113,94.4,95.7,96.5,96.8,100,85.9,88.8,95,104,104,107,106,105,108,104,119,60.6,29.1,32.1,56.4,141,152,174,192,227,254,297,348,412,470,525,580,631,1480,1790,1740,1820,1820,1830,2050,1860,2050,1950,1990
705,"SVN","Slovenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0544,0.0544,0.0544,0.0544,0.0544,0.0635,0.0887,0.127,0.175,0.229,0.288,0.346,0.402,0.452,0.492,0.526,0.556,0.584,0.611,0.637,0.663,0.691,0.719,0.751,0.786,0.824,0.864,0.907,0.952,1,1.05,1.1,1.16,1.22,1.28,1.52,2.09,2.91,3.94,5.1,6.33,7.58,8.78,9.86,10.8,11.5,12.3,13,13.7,14.4,15.1,15.8,16.5,17.2,17.9,18.7,19.5,20.3,21.1,22,23,24,25,26.2,27.4,28.7,30.2,31.7,33.4,35.1,36.9,38.8,40.8,42.8,44.8,47.1,49.6,52.4,55.3,58.2,61.1,63.8,66.3,69.2,93.3,246,142,176,284,325,381,247,249,324,313,334,455,408,458,490,527,905,784,886,903,750,671,626,557,395,385,358,393,382,375,338,334,400,468,543,575,620,670,639,693,703,757,800,842,868,897,861,812,743
90,"SLB","Solomon Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
706,"SOM","Somalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09e-07,1.52e-06,3.15e-06,5.14e-06,7.3e-06,9.46e-06,1.15e-05,1.31e-05,1.42e-05,1.46e-05,1.43e-05,1.34e-05,1.21e-05,1.05e-05,8.7e-06,6.96e-06,5.35e-06,4.03e-06,3.13e-06,2.8e-06,2.86e-06,3.02e-06,3.27e-06,3.6e-06,3.99e-06,4.44e-06,4.92e-06,5.42e-06,5.94e-06,6.46e-06,7e-06,7.61e-06,8.28e-06,9.02e-06,9.83e-06,1.07e-05,1.16e-05,1.26e-05,1.37e-05,1.49e-05,1.61e-05,1.77e-05,1.94e-05,2.13e-05,2.34e-05,2.57e-05,2.82e-05,3.08e-05,3.36e-05,3.66e-05,4e-05,4.42e-05,4.9e-05,5.43e-05,5.99e-05,6.57e-05,7.16e-05,7.73e-05,8.28e-05,8.79e-05,9.27e-05,9.73e-05,0.000102,0.000106,0.000111,0.000116,0.000121,0.000126,0.000131,0.000131,0.000389,0.000971,0.00387,0.00881,0.0183,0.07,0.128,0.197,0.308,0.607,0.714,0.841,0.986,1.21,1.34,1.51,1.67,1.83,1.99,2.15,2.28,2.44,2.6,2.75,2.91,3.06,3.22,3.38,3.53
710,"ZAF","South Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596,0.0596,0.0596,0.0596,0.0596,0.0596,0.0596,0.0596,0.0596,0.0596,0.0596,0.0596,0.0596,0.0596,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0698,0.0974,0.139,0.192,0.252,0.316,0.38,0.441,0.496,0.541,0.578,0.611,0.642,0.671,0.7,0.729,0.759,0.791,0.825,0.863,0.905,0.949,0.997,1.05,1.1,1.15,1.21,1.27,1.34,1.4,1.67,2.29,3.2,4.33,5.6,6.96,8.33,9.64,10.8,11.8,12.7,13.5,14.3,15.1,15.9,16.6,17.4,18.2,18.9,19.7,20.5,21.4,22.2,23.1,24,25,26.1,27.2,28.4,29.7,31.1,32.7,34.3,36.1,38,40,42,44.1,46.3,48.5,50.9,53.7,56.7,59.8,63,66.1,69.1,71.8,72,8.78e-08,199,284,256,329,321,329,333,351,383,398,505,600,788,836,850,869,877,872,861,878,744,695,629,564,592,992,1110,1130,1160,1180,1210,1290,1580,1770,1860,2010,2080,2090,2180,1850,2970,4980,4250,5370,6500,5390,5710,6030,6360
410,"KOR","South Korea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.0641,0.0641,0.0641,0.0641,0.0748,0.104,0.149,0.206,0.27,0.339,0.408,0.473,0.532,0.58,0.619,0.655,0.688,0.72,0.751,0.782,0.814,0.848,0.885,0.926,0.971,1.02,1.07,1.12,1.18,1.24,1.3,1.36,1.43,1.5,5.04,14.5,28.5,45.5,64.1,82.7,100,114,125,129,127,121,111,99.3,86.3,73.2,61.2,51.5,45.2,43.4,44.8,47.2,50.4,54.4,59,64.1,69.5,75.2,81.1,87,93.2,100,108,116,125,134,144,155,166,178,191,206,224,243,263,285,309,333,359,461,545,597,795,941,1050,1380,1570,1790,2080,2240,2240,2240,2430,2970,3060,3360,3650,4130,4520,5110,5590,5890,6340,6740,7560,11100,12600,12300,18200,15400,11500,16200,13900,12400,13100,11300,11300,11600,9090,8570,8940,9370,9810,10600,8190,7200,8100,10400,8030
728,"SSD","South Sudan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
724,"ESP","Spain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.939,1.31,1.88,2.59,3.39,4.25,5.12,5.94,6.68,7.28,7.77,8.22,8.64,9.04,9.42,9.81,10.2,10.6,11.1,11.6,12.2,12.8,13.4,14.1,14.8,15.5,16.3,17.1,18,18.9,32.5,68.1,120,184,254,326,393,451,494,517,521,510,488,459,427,394,365,343,332,334,346,361,379,399,422,446,472,499,528,558,590,626,665,707,752,800,851,904,959,1020,1080,1160,1240,1330,1420,1520,1620,1720,1820,2220,2340,2550,2900,3340,3390,3630,3790,3940,4900,6460,6640,6170,6320,6680,6540,6500,5900,6090,7070,6770,6960,7050,6990,6890,7150,7510,7420,8180,6650,6980,7450,7730,8660,9240,9980,10900,11800,12700,12900,13500,13000,12400,12500,12400,7970,7770,6990,5770,4410
