"code","iso","country","FOG.raw.1750","FOG.raw.1751","FOG.raw.1752","FOG.raw.1753","FOG.raw.1754","FOG.raw.1755","FOG.raw.1756","FOG.raw.1757","FOG.raw.1758","FOG.raw.1759","FOG.raw.1760","FOG.raw.1761","FOG.raw.1762","FOG.raw.1763","FOG.raw.1764","FOG.raw.1765","FOG.raw.1766","FOG.raw.1767","FOG.raw.1768","FOG.raw.1769","FOG.raw.1770","FOG.raw.1771","FOG.raw.1772","FOG.raw.1773","FOG.raw.1774","FOG.raw.1775","FOG.raw.1776","FOG.raw.1777","FOG.raw.1778","FOG.raw.1779","FOG.raw.1780","FOG.raw.1781","FOG.raw.1782","FOG.raw.1783","FOG.raw.1784","FOG.raw.1785","FOG.raw.1786","FOG.raw.1787","FOG.raw.1788","FOG.raw.1789","FOG.raw.1790","FOG.raw.1791","FOG.raw.1792","FOG.raw.1793","FOG.raw.1794","FOG.raw.1795","FOG.raw.1796","FOG.raw.1797","FOG.raw.1798","FOG.raw.1799","FOG.raw.1800","FOG.raw.1801","FOG.raw.1802","FOG.raw.1803","FOG.raw.1804","FOG.raw.1805","FOG.raw.1806","FOG.raw.1807","FOG.raw.1808","FOG.raw.1809","FOG.raw.1810","FOG.raw.1811","FOG.raw.1812","FOG.raw.1813","FOG.raw.1814","FOG.raw.1815","FOG.raw.1816","FOG.raw.1817","FOG.raw.1818","FOG.raw.1819","FOG.raw.1820","FOG.raw.1821","FOG.raw.1822","FOG.raw.1823","FOG.raw.1824","FOG.raw.1825","FOG.raw.1826","FOG.raw.1827","FOG.raw.1828","FOG.raw.1829","FOG.raw.1830","FOG.raw.1831","FOG.raw.1832","FOG.raw.1833","FOG.raw.1834","FOG.raw.1835","FOG.raw.1836","FOG.raw.1837","FOG.raw.1838","FOG.raw.1839","FOG.raw.1840","FOG.raw.1841","FOG.raw.1842","FOG.raw.1843","FOG.raw.1844","FOG.raw.1845","FOG.raw.1846","FOG.raw.1847","FOG.raw.1848","FOG.raw.1849","FOG.raw.1850","FOG.raw.1851","FOG.raw.1852","FOG.raw.1853","FOG.raw.1854","FOG.raw.1855","FOG.raw.1856","FOG.raw.1857","FOG.raw.1858","FOG.raw.1859","FOG.raw.1860","FOG.raw.1861","FOG.raw.1862","FOG.raw.1863","FOG.raw.1864","FOG.raw.1865","FOG.raw.1866","FOG.raw.1867","FOG.raw.1868","FOG.raw.1869","FOG.raw.1870","FOG.raw.1871","FOG.raw.1872","FOG.raw.1873","FOG.raw.1874","FOG.raw.1875","FOG.raw.1876","FOG.raw.1877","FOG.raw.1878","FOG.raw.1879","FOG.raw.1880","FOG.raw.1881","FOG.raw.1882","FOG.raw.1883","FOG.raw.1884","FOG.raw.1885","FOG.raw.1886","FOG.raw.1887","FOG.raw.1888","FOG.raw.1889","FOG.raw.1890","FOG.raw.1891","FOG.raw.1892","FOG.raw.1893","FOG.raw.1894","FOG.raw.1895","FOG.raw.1896","FOG.raw.1897","FOG.raw.1898","FOG.raw.1899","FOG.raw.1900","FOG.raw.1901","FOG.raw.1902","FOG.raw.1903","FOG.raw.1904","FOG.raw.1905","FOG.raw.1906","FOG.raw.1907","FOG.raw.1908","FOG.raw.1909","FOG.raw.1910","FOG.raw.1911","FOG.raw.1912","FOG.raw.1913","FOG.raw.1914","FOG.raw.1915","FOG.raw.1916","FOG.raw.1917","FOG.raw.1918","FOG.raw.1919","FOG.raw.1920","FOG.raw.1921","FOG.raw.1922","FOG.raw.1923","FOG.raw.1924","FOG.raw.1925","FOG.raw.1926","FOG.raw.1927","FOG.raw.1928","FOG.raw.1929","FOG.raw.1930","FOG.raw.1931","FOG.raw.1932","FOG.raw.1933","FOG.raw.1934","FOG.raw.1935","FOG.raw.1936","FOG.raw.1937","FOG.raw.1938","FOG.raw.1939","FOG.raw.1940","FOG.raw.1941","FOG.raw.1942","FOG.raw.1943","FOG.raw.1944","FOG.raw.1945","FOG.raw.1946","FOG.raw.1947","FOG.raw.1948","FOG.raw.1949","FOG.raw.1950","FOG.raw.1951","FOG.raw.1952","FOG.raw.1953","FOG.raw.1954","FOG.raw.1955","FOG.raw.1956","FOG.raw.1957","FOG.raw.1958","FOG.raw.1959","FOG.raw.1960","FOG.raw.1961","FOG.raw.1962","FOG.raw.1963","FOG.raw.1964","FOG.raw.1965","FOG.raw.1966","FOG.raw.1967","FOG.raw.1968","FOG.raw.1969","FOG.raw.1970","FOG.raw.1971","FOG.raw.1972","FOG.raw.1973","FOG.raw.1974","FOG.raw.1975","FOG.raw.1976","FOG.raw.1977","FOG.raw.1978","FOG.raw.1979","FOG.raw.1980","FOG.raw.1981","FOG.raw.1982","FOG.raw.1983","FOG.raw.1984","FOG.raw.1985","FOG.raw.1986","FOG.raw.1987","FOG.raw.1988","FOG.raw.1989","FOG.raw.1990","FOG.raw.1991","FOG.raw.1992","FOG.raw.1993","FOG.raw.1994","FOG.raw.1995","FOG.raw.1996","FOG.raw.1997","FOG.raw.1998","FOG.raw.1999","FOG.raw.2000","FOG.raw.2001","FOG.raw.2002","FOG.raw.2003","FOG.raw.2004","FOG.raw.2005","FOG.raw.2006","FOG.raw.2007","FOG.raw.2008","FOG.raw.2009","FOG.raw.2010","FOG.raw.2011","FOG.raw.2012","FOG.raw.2013","FOG.raw.2014","FOG.raw.2015","FOG.raw.2016","FOG.raw.2017","FOG.raw.2018","FOG.raw.2019"
152,"CHL","Chile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.48e-05,2.07e-05,2.96e-05,4.09e-05,5.36e-05,6.72e-05,8.09e-05,9.39e-05,0.000106,0.000115,0.000123,0.00013,0.000137,0.000143,0.000149,0.000155,0.000161,0.000168,0.000176,0.000184,0.000193,0.000202,0.000212,0.000223,0.000234,0.000246,0.000258,0.000271,0.000284,0.000298,0.000498,0.00102,0.00178,0.00272,0.00374,0.00479,0.00577,0.00663,0.00727,0.00762,0.00769,0.00755,0.00726,0.00687,0.00642,0.00597,0.00557,0.00527,0.00512,0.00517,0.0122,0.0314,0.0608,0.098,0.141,0.188,0.236,0.283,0.328,0.368,0.404,0.44,0.477,0.514,0.55,0.587,0.624,0.661,0.698,0.735,0.769,0.8,0.828,0.856,0.885,0.917,0.954,0.997,1.05,1.07,1.08,1.12,1.16,1.2,1.23,1.27,16.7,12.1,16.4,16.3,12.8,13.9,10.3,8.81,9.11,11.8,6.79,9.12,9.8,16,32.4,27.6,25.8,24.3,33.4,41,70.4,76.5,124,151,244,262,325,395,489,594,744,928,1020,1250,1570,1860,2060,2390,2620,2990,3300,3840,3670
156,"CHN","China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.835,0.835,0.835,0.835,0.835,0.835,0.975,1.36,1.95,2.68,3.52,4.42,5.31,6.17,6.93,7.56,8.07,8.54,8.97,9.38,9.78,10.2,10.6,11,11.5,12.1,12.6,13.3,13.9,14.6,15.4,16.1,16.9,17.8,18.7,19.6,39,90.3,166,258,359,461,556,637,696,726,725,702,663,612,556,500,449,408,385,383,397,414,436,461,489,520,554,589,626,663,704,749,798,851,909,970,1030,1100,1170,1250,1330,1430,1540,1650,1780,1910,2050,2190,2740,2720,4010,4120,4560,4870,4890,5610,6260,6710,7000,7200,7140,7350,8470,8710,9240,9800,11600,13500,14200,13600,11300,12500,19800,30000,21800,25000,36100,27700,78300,61500,77300,105000,124000,167000,205000,233000,209000,219000,217000,219000,238000,256000,312000,367000,341000,359000,376000,394000,412000
170,"COL","Colombia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.27e-05,1.48e-05,2.07e-05,2.96e-05,4.09e-05,5.36e-05,6.72e-05,8.09e-05,9.39e-05,0.000106,0.000115,0.000123,0.00013,0.000137,0.000143,0.000149,0.000155,0.000161,0.000168,0.000176,0.000184,0.000193,0.000202,0.000212,0.000223,0.000234,0.000246,0.000258,0.000271,0.000284,0.000298,0.0195,0.0715,0.148,0.241,0.343,0.444,0.537,0.614,0.666,0.686,0.67,0.628,0.567,0.492,0.41,0.329,0.254,0.192,0.151,0.135,0.139,0.148,0.163,0.182,0.204,0.23,0.257,0.285,0.314,0.342,0.371,0.403,0.438,0.476,0.518,0.562,0.61,0.661,0.715,0.772,0.836,0.91,0.993,1.09,1.19,1.3,1.42,1.55,1.68,2.13,2.81,2.87,4.01,4.29,5.44,7.33,9.36,11.6,14.8,17.4,32,36.2,39.7,45.4,50.1,46.3,42,36,29.5,22.2,26.5,33.9,39.9,45.8,50.5,46,40.6,38.6,35.4,31.1,103,146,186,243,341,406,483,620,753,965,1080,1310,1680,2160,1760,1890,2020,2150,2280
174,"COM","Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48e-07,1.29e-06,2.68e-06,4.37e-06,6.21e-06,8.04e-06,9.73e-06,1.11e-05,1.21e-05,1.24e-05,1.21e-05,1.14e-05,1.02e-05,8.88e-06,7.4e-06,5.91e-06,4.55e-06,3.43e-06,2.66e-06,2.38e-06,2.43e-06,2.57e-06,2.78e-06,3.06e-06,3.39e-06,3.77e-06,4.18e-06,4.61e-06,5.05e-06,5.49e-06,5.95e-06,6.46e-06,7.04e-06,7.67e-06,8.35e-06,9.09e-06,9.89e-06,1.07e-05,1.17e-05,1.26e-05,1.37e-05,1.5e-05,1.65e-05,1.81e-05,1.99e-05,2.19e-05,2.4e-05,2.62e-05,2.86e-05,3.11e-05,3.4e-05,3.76e-05,4.16e-05,4.61e-05,5.09e-05,5.58e-05,6.08e-05,6.57e-05,7.04e-05,7.47e-05,7.88e-05,8.27e-05,8.65e-05,9.03e-05,9.42e-05,9.82e-05,0.000102,0.000107,0.000112,0.000111,0.000232,0.000549,0.00225,0.00439,0.00935,0.0123,0.0144,0.0165,0.0196,0.013,0.044,0.0871,0.138,0.19,0.267,0.305,0.356,0.407,0.454,0.5,0.496,0.534,0.573,0.611,0.65,0.688,0.727,0.765,0.804
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1e-05,0.000227,0.00047,0.000767,0.00109,0.00141,0.00171,0.00195,0.00212,0.00218,0.00213,0.002,0.0018,0.00156,0.0013,0.00104,0.000798,0.000601,0.000467,0.000418,0.000427,0.00045,0.000488,0.000537,0.000595,0.000662,0.000733,0.000809,0.000886,0.000963,0.00104,0.00113,0.00123,0.00135,0.00147,0.0016,0.00174,0.00189,0.00205,0.00222,0.00241,0.00263,0.00289,0.00318,0.00349,0.00384,0.00421,0.0046,0.00502,0.00545,0.00596,0.00659,0.00731,0.0081,0.00893,0.0098,0.0107,0.0115,0.0123,0.0131,0.0138,0.0145,0.0152,0.0159,0.0165,0.0172,0.018,0.0188,0.0196,0.0196,0.0525,0.129,0.572,1.4,2.96,5.34,8.23,13,19.6,28.5,34.3,41.1,50.6,59.6,70.8,78.9,87.6,96.3,105,113,119,127,135,143,151,159,168,176,184
384,"CIV","Cote d'Ivoire",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
191,"HRV","Croatia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.137,0.191,0.273,0.377,0.495,0.62,0.746,0.866,0.974,1.06,1.13,1.2,1.26,1.32,1.37,1.43,1.49,1.55,1.62,1.69,1.78,1.86,1.96,2.05,2.16,2.26,2.38,2.5,2.62,2.75,3.28,4.5,6.28,8.49,11,13.7,16.3,18.9,21.3,23.2,24.9,26.5,28.1,29.6,31.1,32.6,34.1,35.6,37.1,38.7,40.3,41.9,43.7,45.5,47.4,49.4,51.5,53.8,56.2,58.8,61.6,64.7,68,71.5,75.3,79.2,83.3,87.5,91.8,96.1,101,106,112,118,125,131,137,142,148,200,530,304,379,613,701,823,532,539,702,675,722,988,1080,1140,1180,1210,1170,1070,1040,1070,760,399,349,340,363,395,321,146,117,105,92.3,55.8,63.4,71.8,81.4,88.6,96.1,103,103,100,105,106,116,117,118,119,120,121,122
192,"CUB","Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215,0.000797,0.00166,0.0027,0.00383,0.00497,0.00601,0.00687,0.00745,0.00766,0.00749,0.00702,0.00632,0.00548,0.00457,0.00365,0.00281,0.00211,0.00164,0.00147,0.0015,0.00158,0.00172,0.00189,0.00209,0.00233,0.00258,0.00285,0.00312,0.00339,0.00367,0.00399,0.00434,0.00473,0.00516,0.00561,0.00611,0.00663,0.0072,0.00779,0.00847,0.00926,0.0102,0.0112,0.0123,0.0135,0.0148,0.0162,0.0176,0.0192,0.021,0.0232,0.0257,0.0285,0.0314,0.0345,0.0375,0.0406,0.0434,0.0461,0.0486,0.051,0.0534,0.0558,0.0582,0.0606,0.0632,0.066,0.0689,0.0688,0.205,0.422,1.25,2.87,6.06,11.2,15.1,20.2,28.7,38.6,56.5,75.9,99.3,123,147,170,193,215,237,260,265,284,303,322,341,360,379,398,417
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000375,0.00139,0.00289,0.00471,0.00669,0.00867,0.0105,0.012,0.013,0.0134,0.0131,0.0123,0.0111,0.00958,0.00798,0.00638,0.00491,0.00369,0.00287,0.00257,0.00445,0.00969,0.0177,0.0279,0.0397,0.0525,0.0657,0.0788,0.0911,0.102,0.112,0.122,0.133,0.143,0.153,0.164,0.174,0.185,0.196,0.206,0.216,0.226,0.235,0.243,0.253,0.263,0.275,0.288,0.304,0.323,0.357,0.415,0.493,0.586,0.691,0.803,0.918,1.03,1.14,1.24,1.34,1.45,1.56,1.68,1.8,1.91,2,2.08,2.13,2.77,3.58,4.66,7.62,12.7,22.4,33.8,43.6,58.7,77.3,97.3,122,145,169,199,229,255,282,308,335,362,407,422,442,458,471,494,515,537,558
203,"CZE","Czech Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00268,0.00374,0.00535,0.00737,0.00967,0.0121,0.0146,0.0169,0.019,0.0208,0.0222,0.0234,0.0246,0.0258,0.0269,0.028,0.0291,0.0303,0.0317,0.0331,0.0347,0.0364,0.0382,0.0402,0.0422,0.0443,0.0465,0.0488,0.0513,0.0538,0.0656,0.0937,0.135,0.186,0.243,0.303,0.363,0.42,0.47,0.51,0.541,0.57,0.595,0.619,0.642,0.665,0.688,0.712,0.738,0.767,0.812,0.882,0.974,1.08,1.21,1.34,1.48,1.62,1.75,1.88,2.01,2.14,2.28,2.43,2.57,2.72,2.88,3.04,3.19,3.36,3.52,3.7,3.87,4.06,4.25,4.44,4.64,4.84,5.03,5.11,5.16,5.23,5.3,5.38,5.45,5.53,5.61,5.69,5.77,5.85,5.93,6,6.08,6.17,6.27,6.46,6.7,7.03,7.57,7.69,8.85,10,21.7,45.5,101,175,228,295,390,501,633,750,898,1060,1290,1430,1590,1750,2940,4230,4650,4840,5060,5330,5710,6120,6440,6500,6480
