"code","iso","country","AMP.raw.1990","AMP.raw.1991","AMP.raw.1992","AMP.raw.1993","AMP.raw.1994","AMP.raw.1995","AMP.raw.1996","AMP.raw.1997","AMP.raw.1998","AMP.raw.1999","AMP.raw.2000","AMP.raw.2001","AMP.raw.2002","AMP.raw.2003","AMP.raw.2004","AMP.raw.2005","AMP.raw.2006","AMP.raw.2007","AMP.raw.2008","AMP.raw.2009","AMP.raw.2010","AMP.raw.2011","AMP.raw.2012","AMP.raw.2013","AMP.raw.2014","AMP.raw.2015","AMP.raw.2016","AMP.raw.2017","AMP.raw.2018","AMP.raw.2019","AMP.raw.2020","AMP.raw.2021","AMP.raw.2022"
56,"BEL","Belgium",52.4608726247818,52.4608726247818,52.4608726247818,52.4608726247818,52.8250572262046,52.8250572262046,52.8250572262046,52.8250572262046,52.8309198882007,52.8309198882007,52.8309198882007,52.8309198882007,52.8309198882007,52.8309198882007,52.830919888019,52.830919888019,345.361159275546,345.361159275546,345.361159275546,345.361159275546,345.361159275546,345.361159275546,345.361159275546,1242.35163462841,1242.35163462841,1242.35163467873,1242.35163467873,1242.35163467873,1242.35163467873,1242.35163467873,1242.35163467873,1305.243379874,1305.243379874
84,"BLZ","Belize",432.155081806316,432.155081806316,432.155081806316,432.155081806316,759.817726081645,759.817726081645,759.817726081645,1495.05308772441,1495.05308772441,2247.67306746917,2247.67306746917,2748.9697769221,2748.9697769228,2780.85402424627,2835.47333963803,2835.47333963803,2835.47333963803,2835.47333963803,2835.47333963803,2835.47333963803,2835.47333963803,2835.47388825824,2835.47388825824,4003.99179655815,4003.99179645775,4003.99179645775,4003.99179645775,4003.99179645775,4003.99179645775,4003.99179645775,4003.99179645775,4003.99179645775,4003.99179645775
204,"BEN","Benin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"BMU","Bermuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377,0.00083651144564377
64,"BTN","Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"BOL","Bolivia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"BWA","Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"BRA","Brazil",3518.79343708933,3776.64206609226,4247.5153904441,7351.82985778591,10535.3500991222,10535.3500991202,10535.3500943533,10535.5925654217,15070.3532339526,15286.6097141218,16414.0940096941,20275.5147650704,21809.2294451424,21809.2876541518,24601.6677946649,24692.3526197918,24692.3526197923,25540.6893335297,25546.0217203063,36836.664345499,37130.8696127388,38526.5499444719,38526.5499446079,38526.5499446073,41101.4403423955,41899.5240619059,41899.5362348988,42574.6304168819,42574.630416895,953296.886430257,953305.722640057,953305.722640057,953305.722640057
92,"VGB","British Virgin Islands",2.58234730292729,2.58234730292729,2.5877203170574,2.5877203170574,2.5877203170574,2.5877203170574,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041,2.5924073785041
