"code","iso","country","NDA.raw.1999","NDA.raw.2000","NDA.raw.2001","NDA.raw.2002","NDA.raw.2003","NDA.raw.2004","NDA.raw.2005","NDA.raw.2006","NDA.raw.2007","NDA.raw.2008","NDA.raw.2009","NDA.raw.2010","NDA.raw.2011","NDA.raw.2012","NDA.raw.2013","NDA.raw.2014","NDA.raw.2015","NDA.raw.2016","NDA.raw.2017","NDA.raw.2018","NDA.raw.2019"
120,"CMR","Cameroon",0.0205107557554218,0.0303393787811916,0.0324090001855648,0.0315057471020739,0.0340869078830379,0.0273205731369877,0.0247446966217613,0.015473227215737,0.00503142831633485,-0.00211804896568612,-0.0161850845791078,-0.014030218805959,-0.0184746813782074,-0.0239966360866832,-0.0117641004744053,-0.0124147309559843,-0.00104136398457352,0.00330274647442019,0.00533973868530668,0.00559582929008018,0.00324817643028719
124,"CAN","Canada",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0213849134745832,-0.00143649496241481,6.40757279299908e-05,-0.00130834581687161,-0.000103391329355817,0.00255212069494259,0.00746121231355179,0.0116505320932272,0.0130251947579885,0.014754839677225,0.00998839112931349,0.0109796696734381,0.0118299483803921,0.00649978899089998
136,"CYM","Cayman Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
140,"CAF","Central African Republic",0.0238228267552867,0.02975600918139,0.0214843751647715,0.00472506650476201,0.00583196161819499,-0.00410435567977258,-0.0150699989952076,-0.0140764282508244,-0.00994132311169878,0.00507424055531325,-0.00686762879242972,0.00355367281219987,0.00432430853270138,-0.0209770414268456,-0.0111439863721881,-0.016376118091532,-0.0155858063656427,-0.00837366641479644,-0.00481690859967748,0.0059536331433101,-0.00675104999847935
148,"TCD","Chad",0.062926731759233,0.0522426634285589,0.0436392016283349,0.0381146566679895,0.0339516690279238,0.0300195811984079,0.027246040003166,0.0296465649294222,0.0321839791796148,0.0331218035048151,0.0349914888425253,0.0438743550420828,0.0409950385547877,0.0407621403106426,0.0410125888652919,0.0411427063151764,0.0444965848537595,0.0482220351024476,0.051020128380602,0.0533886225618638,0.0517495885462846
152,"CHL","Chile",0.0405601996614975,0.0401625949524442,0.0354759477548547,0.0317763554439086,0.0258053490649575,0.0258242531148762,0.0236532250659218,0.022405321448266,0.0255081792167395,0.0303842716519682,0.0257583194786506,0.0233676147521522,0.0174673418044871,0.0138664669774491,0.00554034975659978,0.00011027784825135,-0.00668363766434725,-0.0220689616767266,-0.0231165020433159,-0.0115868208597845,-0.00794096704973083
156,"CHN","China",0.0293495582847332,0.0261062998008492,0.0221647910789442,0.0190614927519654,0.0129102759355715,0.00902295412415843,0.013200272248524,0.0200958930236774,0.0216624633990559,0.0229878986500955,0.0211238076048743,0.0171182391908333,0.0120496114977826,0.0087100867644081,0.00546694457386643,0.00347462514746377,0.00302198391925157,0.00360041353620888,0.00396460124454046,0.00474617584855275,0.00329186504749579
170,"COL","Colombia",0.00115399615933609,0.000480588615345612,0.000881405505359201,0.00139434685241424,0.00450181138828043,0.00818673551651106,0.0125113734837481,0.0162130084075929,0.0218323632949553,0.0227004488891021,0.0193459851312705,0.0171309144383462,0.0129330505424605,0.00718150851549226,-0.00123621854195564,-0.00959975777404186,-0.0210139390429516,-0.0276609019653878,-0.017098685855366,-0.00618853889389056,0.0014309116369009
174,"COM","Comoros",0.0234719750692736,0.0253925344300214,0.0260903434648374,0.0259940671925052,0.0206095705223925,0.0159560731652499,0.0134078800401116,0.0110859340375149,0.00726839267566803,0.00714499598814777,0.0102404801653295,0.011111363148651,0.0133727753913391,0.0165698345900522,0.0159720259566758,0.0139641671960673,0.0138976252971732,0.0150854283821018,0.0151176021804549,0.0158236629887614,0.0151431250196685
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",0.00583826867192139,-0.0104337255759203,-0.0379008278657382,-0.0602096519351229,-0.0675157657590985,-0.0792042593473226,-0.0862933333208645,-0.0715105568510164,-0.0336649091840052,-0.00206429494293835,0.00758933253956329,0.0144500456384635,0.021014915201621,0.0212728138651568,0.0259853225546405,0.0205651710753996,0.0174763364392587,0.0182605695454841,0.0191931425616991,0.0231541377308062,0.0161821757525751
384,"CIV","Cote d'Ivoire",0.01512980034867,0.0136787519919224,0.0155913325062569,0.0211529267219148,0.0235721240075533,0.0172048078608116,0.0228332431747633,0.019428510294649,0.020130375798453,0.0151866820634599,0.00589771431615471,-0.0025298281876334,-0.00392657303264246,0.00246349310865313,0.00975074438657031,0.000652009065281067,0.00418505622879173,0.0127486566886137,0.0143900586812029,0.0110362671684132,0.00362434792460964
191,"HRV","Croatia",-9999,-9999,-9999,-9999,-9999,0.00603002276244102,0.00734654594681206,0.0149377696425268,0.0327682463966383,0.0406594292784526,0.0241690494440947,0.0189995930625584,0.0102131503713589,-0.00098320007560943,-0.00743855240394197,-0.00442741028324282,-0.00491164970520108,-0.0113796677855001,-0.010272031045399,-0.00284069970948777,-0.00320934853513688
192,"CUB","Cuba",-0.0218328105428699,-0.0292991039855981,-0.0295849333509051,-0.0255935336693076,-0.0323130457757151,-0.0367472264549737,-0.0471745612106124,-0.040570385598373,-0.0249238078882778,-0.0111969018169197,-0.0122821360403911,-0.0117437288097284,-0.00293700880792791,-0.00104690269960578,-0.00162010750744348,0.00223609169643635,-2.66166352772468e-05,0.000760373939111103,0.00313744091934298,0.00574974938484507,0.000710146465570327
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",0.0160409282384575,0.00841472263562859,0.00278124915791333,0.00607172716976656,0.00948724082794805,0.00933918625424401,0.00645317456368266,0.00580855947994419,0.00180944748639411,-0.00337365707135466,-0.00673570037303786,-0.011534343938595,-0.0137168505555864,-0.0101272265758819,-0.0102922996806074,-0.00873623961933958,-0.00464559470722648,-0.00377017275674882,-0.00321706022497679,-0.00328177180783992,-0.00268255778886813
203,"CZE","Czech Republic",-0.0338384878371114,-0.00962880674696848,0.000722759150122654,-0.000881757073664524,-0.0069804801899357,-0.00900538398929238,-0.0107210939300377,-0.0114794062402414,-0.0141138476163006,-0.0218063645495393,0.0232298244177815,0.0152986413320351,0.0147302855864198,0.00858632275238902,0.00252226671217759,-0.00139816971265919,-0.00243120988323505,-0.00480033840626313,-0.00887296478844919,-0.0166475143574782,0.0123466609577461
180,"COD","Dem. Rep. Congo",-0.0120623964708665,-0.0089416365531613,-0.00904983476657933,-0.0105277515195664,0.00443809494560554,0.029664517709489,0.0524763055017325,0.0592206357863618,0.0533168278967666,0.0501003613155768,0.0370804580974913,0.0207536143964933,0.0024843061772255,-0.00849773289923791,-0.00930386116956338,-0.00397662079386262,0.00143303706314124,0.00693234996087044,0.00801464443220756,0.00795074422838327,0.00768790436087752
208,"DNK","Denmark",-0.0238973867956194,-0.019235289713306,-0.0167530256577887,-0.0233053380314305,-0.0238803165243802,-0.0347163351964008,-0.0419455140306298,-0.052302677183062,-0.0563436592782119,-0.0555283835439238,-0.052114140674581,-0.0438588822542857,-0.0322307669839302,-0.0206178959301033,-0.00793184961437413,-0.000963989050225597,0.00522185608537118,0.00697894885955952,0.00832265049014214,0.00650326339340368,0.00511743723158808
262,"DJI","Djibouti",-9999,0.0265800119563906,0.024029265860291,0.0187752267357031,0.0125914788254284,0.00692461591263771,0.00385192785506105,0.00186275365347077,0.000580169577387268,0.000408944095330099,0.0022150060451418,0.0021486392094201,0.0013913915407715,0.00179564353936801,0.00235523713024111,0.00321313081239571,0.00388079472142233,0.0033082048357862,0.00354537970612334,0.00406055150487483,0.00377022810094485
212,"DMA","Dominica",-0.0761616353473244,-0.0621543245503334,-0.0369716967555388,-0.0410624125386815,-0.0373753233443435,-0.0250584512607297,-0.0240694478103418,-0.0336085219308504,-0.0204058070086016,-0.0182124242532134,-0.0128007585136501,-0.00272496034897177,0.0114530771173393,0.0052817018139002,0.00469676467433255,0.00417776500634148,0.0102371560252599,0.00377119631951239,0.010470708987337,0.00596119697047359,0.00276649292045561
214,"DOM","Dominican Republic",0.0174476648502397,0.0102810082610878,0.0101728854412257,0.0147238252325987,0.0135711416678685,0.0165421602209976,0.0181844916557095,0.0239124759190845,0.0330389777351454,0.0383395130015154,0.0369626856443579,0.0321991414374061,0.0268387264957792,0.0246651674145824,0.0164991793714921,0.0118703056405383,0.00902935046654418,0.00929896983859924,0.0128797162954302,0.0160197824799182,0.0164049271058651
218,"ECU","Ecuador",0.0268916956577521,0.015268253608886,0.0185688124192562,0.0151132022395535,0.0100522666919862,0.00768465367534499,0.00264521208658541,0.00202888007487534,0.00316440868032064,0.00668282794084041,0.00647930326408441,0.00368587044320456,0.0152369348066963,0.018025713776757,0.0175709268401743,0.017877940194686,0.00931353509759725,0.00282061224914432,-0.00885165765614307,-0.0174688125609984,-0.019360354279989
818,"EGY","Egypt",0.039330427707257,0.0343662753783309,0.0282430217947029,0.0264112809807544,0.0266751500855626,0.0253109325104846,0.0284323351792839,0.0303326723026016,0.0279154254252805,0.0276451074123609,0.0245842282910145,0.0240370748600109,0.0226620191683804,0.0194829426977945,0.0148456170874276,0.0137140543893781,0.0135135498007048,0.012148207470712,0.00928034407210854,0.00688074839637842,0.00749486267850896
222,"SLV","El Salvador",0.00387507776112717,-0.00381940783755848,-0.0040526309928049,-0.00459102343631338,-0.00584291451698979,-0.00358995905908028,-0.000850549872539397,0.00707680427944313,0.0197762302540703,0.0271479834962955,0.0316175441152249,0.0273041874900277,0.0234136730618359,0.0142904083642232,-0.001754323028452,-0.023940868713181,-0.0371835537454779,-0.0578190600235093,-0.059371083438253,-0.05744901853455,-0.0555210814772914
226,"GNQ","Equatorial Guinea",0.0663471448184365,0.0724270650868504,0.0785472019186493,0.0751269726880006,0.0650426177568517,0.0707177013076232,0.0770267431739136,0.0780899844747149,0.0682834491324193,0.0656010668340528,0.0564262912940332,0.0471426296938062,0.0403601822208621,0.0267625931782496,0.0128952931334732,-0.00022823535928681,-0.00996466643194928,-0.0127285673939931,-0.0211617769982575,-0.0150863002309697,-0.010162465475777
232,"ERI","Eritrea",-9999,-9999,0.0398386733288891,0.0475878269228507,0.0349818251625433,0.022025333717137,0.00817669534973775,-0.00239505062116388,-0.00111457163701873,8.42952173074618e-05,0.00309457977956695,0.00755487307962799,0.00921973663324627,0.00899687831390983,0.00970886382195402,0.00925892459001831,0.0100252631281941,0.00765388724645799,0.00888119213625971,0.00954597577178773,0.00949315809630802
233,"EST","Estonia",-9999,-9999,-9999,-9999,-9999,0.00386047030532177,0.00551325660229596,0.00547329660452123,0.00701575928330067,0.0112679680663019,0.0105392141547518,0.0110758048435791,0.010360151125288,0.00964251805236627,0.0103482508560975,0.0119065658668911,0.0124386717362042,0.00835699037279691,0.00771037861607105,0.00833464643144266,0.00692374673777185
748,"SWZ","Eswatini",-0.0109644952571086,-0.00958846174826,-0.0124518304308547,-0.00540536760342099,-0.00814354112345025,-0.00746742458310515,-0.000534073043739986,-0.000255421211129167,0.00498170387548647,0.0087491461054261,0.00743568636403946,0.010953821049545,0.00506053815181384,0.00165814843929435,0.00144760198128457,0.000557703777537943,-0.000550074697944415,-0.0116355683117609,-0.00805223724763229,-0.00433077302266967,-0.00317121230180095
231,"ETH","Ethiopia",0.0169201633823652,0.0186090405224733,0.0212131047246393,0.0309105380240968,0.0286496880534033,0.0280170310065129,0.0268198801803667,0.0286251632100041,0.0337841151743761,0.0414211486100431,0.0473730002894066,0.0477181718046356,0.0436603746040507,0.0458427022737067,0.0422620243699467,0.0384523265908601,0.0336817389901445,0.0299162218323672,0.0298234500785115,0.0279926450415577,0.0261753023354059
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",0.0150296840690214,0.00746080988093101,0.000736311250526978,-0.00653390537578645,-0.0234012805009205,-0.0205639183465325,-0.0163117276189627,-0.0130070461630207,-0.00928201039464719,-0.0058405762626958,-0.0101894777849191,-0.0224571389876939,-0.0144515104966464,-0.00957684250763865,-0.0144536177281503,-0.0523039228346958,-0.07115282690726,-0.0975829648866117,-0.104732511408935,-0.103999895062479,-0.091930630818886
246,"FIN","Finland",-0.00420477438940948,0.000530184957393098,0.00759531045528106,0.00908321098995768,0.011692751225842,0.0139619636437283,0.0150097808987728,0.0157013876222858,0.0184368179336205,0.0159828003018034,0.00484207123778835,0.00179396801504828,-0.00258873479981617,-0.00639697555558382,-0.00778746649258076,-0.00687902264476139,-0.00750075581875819,-0.00734694516859698,-0.0105419850203825,-0.00967706853339501,-0.0161352709798771
250,"FRA","France",-0.0209061504254101,-0.0379230788865824,-0.0519518734872413,-0.0702716806615292,-0.0822602412156282,-0.0858470382969087,-0.0819898462450798,-0.0669397140343936,-0.0408619455972452,-0.0357300314981321,-0.0364850516987687,-0.0328239842143434,-0.0324356811812284,-0.0294899157080345,-0.0210988015659157,-0.0119858968848856,-0.00423470808725929,-0.00360852121760498,0.000276447794687051,0.00161132753550142,0.000140878434031988
