"code","iso","country","CHA.raw.1999","CHA.raw.2000","CHA.raw.2001","CHA.raw.2002","CHA.raw.2003","CHA.raw.2004","CHA.raw.2005","CHA.raw.2006","CHA.raw.2007","CHA.raw.2008","CHA.raw.2009","CHA.raw.2010","CHA.raw.2011","CHA.raw.2012","CHA.raw.2013","CHA.raw.2014","CHA.raw.2015","CHA.raw.2016","CHA.raw.2017","CHA.raw.2018","CHA.raw.2019"
76,"BRA","Brazil",0.0121565140184594,0.0120626454819504,0.0133739510913538,0.016398615853952,0.0206106288927144,0.0262664375498027,0.0305882492016225,0.0299692615171503,0.0273274852304843,0.0236958710515018,0.0182136011368235,0.0144025626241702,0.00985345877393362,0.00667145416014914,0.00493606580444061,0.0062345960282062,0.00807666277502594,0.00909809213596624,0.00890170335330631,0.00777672122499751,0.00563938525067575
92,"VGB","British Virgin Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
96,"BRN","Brunei Darussalam",0.0213786805795249,0.0277008353569979,0.0350338887535169,0.0318387040408281,0.0320844677086944,0.0269381540814044,0.0213681218893262,0.0230109450682352,0.0204480881634539,0.0263309770486733,0.0217015612844895,0.0157193974120222,0.0169207861409266,0.0111042661222174,0.00448359158662703,-0.00712350194600003,-0.0250189743086291,-0.0244978293668386,-0.0226223411241917,-0.0105340129079821,-0.00344765964356374
100,"BGR","Bulgaria",-0.0270596770676762,-0.0204939525716366,-0.0195009202177992,-0.0274509527734022,-0.0244082295028382,-0.0199072805383864,-0.0259942784033859,-0.0280382064878003,-0.0242748013325509,-0.0219070646745512,-0.0206329988203417,-0.0199303517943158,-0.0167746504154341,-0.0187562209273804,-0.0242932506894194,-0.0265717006103122,-0.0232317347649072,-0.0203174982797599,-0.0135575788760429,-0.0104283711089623,-0.0081389945811327
854,"BFA","Burkina Faso",0.0216212705217482,0.0208422734203892,0.0194985773810217,0.0183663822329416,0.0257827212502515,0.0338823871786003,0.042229054699588,0.0464885588939585,0.0498417415513908,0.0517315575165567,0.0481213395331708,0.0455503001167212,0.0392424630202175,0.0295170527454265,0.028066514324762,0.0271234061517243,0.0269279229697925,0.0264273288789707,0.0254137969822961,0.0243213688049437,0.0236792203883189
108,"BDI","Burundi",0.00376124663768773,-0.00256704876098887,0.00057714914292939,0.00264375185616728,0.00452167236946055,0.00887625519903734,0.0153523744906117,0.0237247235105977,0.0331795562600188,0.0418687927417321,0.0398018775379325,0.0376802284061146,0.0414190469529958,0.0358019811043451,0.0380680601212595,0.0371465005944431,0.0343528482251116,0.0340327029698442,0.0369891384223293,0.0384249246824644,0.0345380682903884
132,"CPV","Cabo Verde",0.0318095750979646,0.0314761467684259,0.0310143917432262,0.032977064169023,0.0261919392458279,0.0208639652774678,0.0169571312493251,0.0109786382624162,0.00589565643836876,0.00364036772611076,0.00407855789384981,0.00697984561955867,0.0100304311090893,0.0151905813136963,0.0123601858138793,0.0119981107829061,0.0120214890408863,0.0119142060605382,0.00875017311643922,0.00592686932618247,0.00510908083630901
116,"KHM","Cambodia",-9999,-9999,-9999,0.0222291284252822,0.0233208154603461,0.0130364362905817,0.0155475957583977,0.0190163450308323,0.0215755603588617,0.0231785256491215,0.029707785529091,0.0308977046566306,0.0310375589865703,0.0284036332533102,0.0271428098843318,0.0196277111965659,0.0138696476354219,0.0107740413530673,0.00825380513969831,0.00460342845645711,0.00429572456713334
120,"CMR","Cameroon",-0.000894533725623321,0.00610955301986316,0.0132863274783339,0.0160536554088822,0.0178606041380138,0.010955150751822,0.00702764513075893,0.00240416252781661,-0.00554003800787132,-0.01209390503208,-0.016197440278157,-0.0148778499226042,-0.015406096532764,-0.014138436231797,-0.00214173439620304,0.00374922316562576,0.0165480779032536,0.0245668062015809,0.0253147963093312,0.0267003605478686,0.0267705198991819
124,"CAN","Canada",-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00783245780940023,0.0052577047392075,0.00279832997403817,-0.00216936748517341,-0.0108748750394691,-0.0192453571754061,-0.0211918678185642,-0.0186278095683943,-0.00935528409806421,-0.000865546828075244,0.00412863754507531,0.00793104998278737,0.0110026796700935,0.0123395481829756
136,"CYM","Cayman Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
140,"CAF","Central African Republic",0.0228209925688072,0.0273461018596901,0.0208700975921261,0.00758019568312296,0.0083426217080167,0.00113412832396831,-0.00538841810610547,-0.00456036771605557,-0.000652153912727219,0.0101334929127515,0.00229473754551002,0.00970072446151238,0.0108311785349349,-0.00476663434461076,-0.000774585894184788,-0.00540211022152304,-0.00591400661083253,-0.00176204617016691,0.00120842247446684,0.00930786232675329,-0.000305914799631399
148,"TCD","Chad",0.0690598337892574,0.0534225900893963,0.0502270660077218,0.0485071230774403,0.0457465284454452,0.0455619118786512,0.0454059234557869,0.0470078167846146,0.0478519615365398,0.0469806871851894,0.0466640753537528,0.0496459405228189,0.046938790227377,0.0456299631235746,0.0438523210055333,0.0450569849866223,0.0486527794131224,0.051811891861149,0.0541534113786089,0.0557354842336446,0.0552124802739256
152,"CHL","Chile",0.0234473242726743,0.0221272057684208,0.0190830591641007,0.0157563730543213,0.0112810424043985,0.0079695105598363,0.00602624286789433,0.00515720606450953,0.0040319670826976,0.00314303238473124,0.00303206125925426,-0.00110846438343626,-0.00194559905037047,-0.00143206059172565,-0.00477136842973368,-0.00829182697666637,-0.01548529753586,-0.0203701047787415,-0.020703519852752,-0.0130059558462944,-0.00615577377713331
156,"CHN","China",0.0107335484642017,0.0108695137059718,0.0109018686915803,0.00984599696343791,0.010444828075642,0.0136096750887633,0.0213894442132783,0.0295800099199699,0.03419932908607,0.035965072684736,0.0356025190807012,0.0346302513289456,0.0339880070529179,0.029741782406171,0.0254178426325877,0.0222321007135087,0.019971773015484,0.0166143840679212,0.0130411763191851,0.00877669929016145,0.00704487643376139
170,"COL","Colombia",0.0140089757234876,0.0132840599667183,0.0119066930926399,0.0109214187699997,0.00982074597432803,0.00892355645088427,0.00886956526450322,0.00834134259177066,0.00973718661655476,0.0122267322016012,0.0118750780127745,0.013158265115599,0.0124893432172877,0.00963256421222325,0.00730093614218585,0.00473670173423413,0.00202362951107848,-0.000528310108201527,-0.00122873327125827,0.000801995316315418,0.00602548247763934
174,"COM","Comoros",0.0230584142433388,0.0207813266390617,0.0199967107521235,0.0196366380392818,0.0184940415473007,0.0170723162870643,0.0167186269271198,0.0187923275919333,0.017112751108681,0.0200422553789368,0.0230831417112507,0.023942268094993,0.0279838944135429,0.0320417602994849,0.0337956963376407,0.0342232342293307,0.0337969140170384,0.0349346215800381,0.0316549882446846,0.0309202608195773,0.0286682444370205
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",-0.0361407207621719,-0.037437053258936,-0.0345101230548716,-0.0283119208891157,-0.0166803948616718,-0.00891812088548857,-0.0135808660436575,-0.0199939591759362,-0.0178344209235809,-0.00563411618628448,0.000945498374605336,0.00580612462991081,0.0113001985307464,0.0149922162953504,0.018930815733823,0.0221594122945501,0.0208830775240951,0.0175815768236001,0.0166763049040073,0.0172228496214939,0.0171987953404831
384,"CIV","Cote d'Ivoire",0.0333010724199045,0.0324988770973365,0.0322437372880793,0.0328932164611297,0.029531812982263,0.0256732438065397,0.0274284960715014,0.0282837548669712,0.0286535880536212,0.0255522652536069,0.0204886096530019,0.0165890802766508,0.0171015474967873,0.0201933830112884,0.0234127100616173,0.0205002432189094,0.0231816683429455,0.0285781536769776,0.0293907879553086,0.026866467834084,0.0212851575465862
191,"HRV","Croatia",-9999,-9999,-9999,-9999,-9999,0.0116504073017603,0.0179016191592587,0.0250009712462358,0.0311294500443247,0.0300486250027179,0.0294077766823377,0.0231821038172226,0.0181354297044531,0.00762661287524979,-0.000482501542085039,-0.00142501696363885,-0.00245173725682047,-0.00448377183456851,-0.00955313261834126,-0.0179503154575976,-0.0200552011719766
192,"CUB","Cuba",-0.00087142595243556,-0.00065537248861327,-0.00101500889744594,-0.000185191663906599,-0.00451938423777186,-0.00780132106352281,-0.0195191397476191,-0.0182821402181492,-0.0148267066471567,-0.0101267835913689,-0.00225898519148119,-9.8720850196489e-06,0.00232068081731107,0.00454741055916408,0.00746761539326979,0.0082786897153504,0.00340866716678767,0.000519568268518622,-0.00589976513734457,-0.0118251993461011,-0.0128015280297523
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",0.0210624002472486,0.0198285609029754,0.0191142778572591,0.0190257076334752,0.0169733712058286,0.01473992840722,0.0110462090270029,0.00688423772159874,0.00350785260936815,0.000915252374196651,-0.00200232122621794,0.019384020881668,0.036528434003974,0.0475786579888082,0.0513789284973425,0.050524559397316,0.0454594567547586,0.0369477680443846,0.0262894961934874,0.0124396232223036,-0.00113028060290833
203,"CZE","Czech Republic",-0.0610477028070558,-0.0610761666782773,-0.0465322227479381,-0.0354383713811843,-0.0239969802229022,-0.0195071826190558,-0.0207010322842929,-0.013329488834193,-0.00754448891121542,-0.005723619771779,-0.0120384418805207,-0.0127160788472435,-0.0120092495040594,-0.0107024304142448,-0.0133233958386945,-0.0160511658416983,-0.0197283241970091,-0.0222933561150881,-0.0258392802755605,-0.0302732551483615,-0.0345189671239581
180,"COD","Dem. Rep. Congo",-0.00308777552269355,-0.00270168701085437,-0.00261955367619581,0.000697452766228235,0.01004217511797,0.0207801647897767,0.0314899410549101,0.0359938191598517,0.0353865120659598,0.0346628758894867,0.0286176843599186,0.0227953403232091,0.0153107757487849,0.0203250683907021,0.0278469376545258,0.0360393046385963,0.0424072549697367,0.0471260397409015,0.049039358000883,0.0466443667436995,0.0426721286300162
208,"DNK","Denmark",-0.00275103338975839,-0.00684378306282688,-0.00511331850472265,-0.00495524252585625,-0.00371219000931376,-0.0051304555961789,-0.00626295461581868,-0.00739729887144615,-0.00723051086249982,-0.0082543773278527,-0.0135627799974408,-0.0130580262619071,-0.0105670655585129,-0.00946070741529133,-0.00884189570328402,-0.00943592185852158,-0.00878601313492463,-0.00981927606165009,-0.00917810613139075,-0.00687921218850231,-0.00751884950527595
