code,iso,,country,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
368,IRQ,Keep,Iraq,-0.05256105,-0.085115191,-0.083363327,-0.074091116,-0.045132284,-0.028588998,-0.008159575,-8.24E-05,-0.00696284,-0.011687414,-0.016301248,-0.026635802,-0.029881297,-0.031053251,-0.005047152,0.007881822,0.020197055,0.027489199,0.018002003,0.018235868,0.019483153
372,IRL,Keep,Ireland,-0.04504746,-0.049886852,-0.051280723,-0.053147362,-0.052818578,-0.051029823,-0.051512289,-0.050745302,-0.050809009,-0.04730182,-0.042113499,-0.037339683,-0.033210646,-0.027567325,-0.022482873,-0.022603168,-0.033204913,-0.040557982,-0.051564795,-0.062224155,-0.069515732
376,ISR,Keep,Israel,NA,NA,NA,NA,NA,-0.005630433,-0.010286218,-0.012466358,-0.01476042,-0.01404208,-0.018276578,-0.020067127,-0.018095695,-0.014907585,-0.014609252,-0.019337653,-0.022377896,-0.023691512,-0.025918097,-0.025231429,-0.026289846
380,ITA,Keep,Italy,-0.008840703,-0.008867903,-0.0094547,-0.00974513,-0.008051301,-0.008118574,-0.006665637,-0.007334907,-0.008870563,-0.010240998,-0.012732317,-0.015116552,-0.019065225,-0.022440958,-0.024149205,-0.026844626,-0.025474101,-0.024776737,-0.023860989,-0.022058507,-0.021072265
388,JAM,Keep,Jamaica,0.013952798,0.019703922,0.023143937,0.021159232,0.014782304,0.005274833,-0.001895876,-0.004261546,-0.008943056,-0.012290493,-0.0255971,-0.034222254,-0.036095262,-0.039079379,-0.035044483,-0.034647195,-0.031145234,-0.021287161,-0.015897979,-0.006268726,-0.007066785
392,JPN,Keep,Japan,-0.000955232,-0.001344668,-0.003977583,-0.005224786,-0.006356796,-0.00499201,-0.00465727,-0.005360535,-0.006131568,-0.008926325,-0.010235902,-0.009993747,-0.009405176,-0.006410911,-0.002923703,-0.000745422,-0.002220319,-0.004372363,-0.006537167,-0.009480687,-0.014243094
400,JOR,Keep,Jordan,-0.007729104,-0.007786695,-0.010519722,-0.010063263,-0.012362771,-0.010096162,-0.009584757,-0.01106071,-0.013264731,-0.018772012,-0.025077068,-0.029909928,-0.032294128,-0.028647688,-0.02440714,-0.01513631,-0.005819033,-0.001933529,0.003532215,-0.005697605,-0.014109102
398,KAZ,Keep,Kazakhstan,-0.042647359,-0.057230895,-0.065668161,-0.064631651,-0.063788023,-0.050693449,-0.039721637,-0.03271397,-0.026751531,-0.01804685,-0.017337598,-0.013504835,-0.012649353,-0.01619491,-0.022616522,-0.027986551,-0.035123579,-0.038077534,-0.035290509,-0.028279943,-0.026975895
404,KEN,Keep,Kenya,-0.004830255,-0.004052205,-0.009005747,-0.01156891,-0.011969987,-0.011076759,-0.012475615,-0.016680493,-0.008505385,0.001569129,0.01108512,0.013922998,0.012064849,0.006523352,-0.001667854,-0.009254364,-0.019452344,-0.031884147,-0.034927424,-0.034608919,-0.029147226
296,KIR,Keep,Kiribati,0.009603165,0.00488238,-0.003582429,0.001646779,0.011751313,0.023171445,0.038013333,0.053571987,0.057740574,0.060061147,0.05016625,0.041720806,0.023233216,0.007624497,-0.008507006,-0.015066126,-0.018453708,-0.015392343,-0.016623738,-0.009733363,0.002835833
414,KWT,Keep,Kuwait,NA,NA,-0.00809112,-0.015758968,-0.016627253,-0.016711331,-0.018516533,-0.023861319,-0.025742289,-0.030064758,-0.025706495,-0.017844454,-0.012107901,-0.002495075,0.001250066,-0.000310529,0.001471152,0.001521956,0.000497326,-0.001145566,0.002105445
417,KGZ,Keep,Kyrgyzstan,-0.01888556,-0.038553898,-0.059291614,-0.057452951,-0.051731515,-0.041819593,-0.037310236,-0.030255457,-0.024176307,-0.012928654,-0.010674426,-0.010176811,-0.013315179,-0.000797324,0.005358044,0.010388424,0.012773326,0.00759132,0.00055357,0.001196297,-0.006008956
418,LAO,Keep,Laos,-0.041672488,-0.043203032,-0.04390589,-0.041959236,-0.040376798,-0.036871104,-0.035103144,-0.033856086,-0.031569531,-0.032158975,-0.033316533,-0.031744753,-0.032644832,-0.031383731,-0.029109499,-0.02674419,-0.013485705,0.008301468,0.029372713,0.041937595,0.059920865
428,LVA,Keep,Latvia,NA,NA,NA,NA,NA,-0.071917626,-0.067053398,-0.059218881,-0.053905573,-0.046777478,-0.035263213,-0.020300597,-0.009907143,-0.004468352,-0.000512355,0.001195175,-0.001175593,-0.006549457,-0.016838312,-0.02848647,-0.031717459
422,LBN,Keep,Lebanon,-0.011441081,0.009261744,0.011267973,0.010776065,0.012425832,0.004920408,-0.003619825,-0.022028073,-0.038015216,-0.041448644,-0.037323517,-0.040064022,-0.037330883,-0.030011435,-0.016553733,-0.004104231,0.010018428,0.018224673,0.017476365,0.006146355,0.005364508
426,LSO,Keep,Lesotho,-0.027854624,-0.020701562,-0.0165375,-0.012990625,-0.010053657,-0.009128056,-0.008018752,-0.011560361,-0.017173478,-0.026625628,-0.022830044,-0.02128334,-0.02054861,-0.022374283,-0.024824236,-0.026885031,-0.028122971,-0.030822848,-0.025516365,-0.020983712,-0.014586517
430,LBR,Keep,Liberia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041149441,0.02673507,0.007834659,-0.016179819,-0.022274139,-0.018342716,-0.008760698,0.003862897,0.009402768,0.011774005,0.018977585
434,LBY,Keep,Libya,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04265803,-0.046355733,-0.044064196,-0.016438422,-0.010394952,0.000178195,0.019031326,0.02981294,0.030193359,0.01712619,0.000202825,-0.024553812
440,LTU,Keep,Lithuania,NA,NA,NA,NA,NA,-0.065449499,-0.064072884,-0.060082866,-0.054008497,-0.045915113,-0.037609515,-0.031772035,-0.021831265,-0.012926244,-0.013132274,-0.01250823,-0.010705096,-0.012848167,-0.013519992,-0.018494904,-0.023100837
442,LUX,Keep,Luxembourg,-0.076621396,-0.078921374,-0.074370681,-0.062656703,-0.04554155,-0.022638135,-0.008797307,0.002506594,0.003357564,-0.001127117,-0.007378024,-0.013913762,-0.020695195,-0.02558822,-0.031570892,-0.03358679,-0.036035372,-0.041083902,-0.047038238,-0.048406592,-0.046677218
446,MAC,Keep,Macao,0.02637483,0.03429416,0.041955921,0.028929658,0.011526741,-0.010486826,-0.034940191,-0.06105951,-0.091604444,-0.11593857,-0.107277565,-0.119214029,-0.124059048,-0.133253948,-0.140858711,-0.129423781,-0.080807918,-0.043366921,-0.017905738,-3.15E-05,0.067072146
450,MDG,Keep,Madagascar,-0.007100425,-0.016661057,-0.025975074,-0.028827041,-0.0296687,-0.032374143,-0.027690603,-0.025438869,-0.022493618,-0.021726493,-0.017299382,-0.01349156,-0.015548374,-0.012414914,-0.010271936,-0.013504969,-0.011515539,-0.012774577,-0.015393097,-0.022150862,-0.025650992
454,MWI,Keep,Malawi,-0.024642668,-0.023362026,-0.022452327,-0.012235323,-0.006053693,0.002495021,0.004829915,0.005044522,0.001642931,-0.001620312,-0.009494545,-0.015149861,-0.018988109,-0.017254005,-0.015213054,-0.014570509,-0.011667174,-0.007160381,-0.003004259,0.004725608,0.006971581
458,MYS,Keep,Malaysia,-0.003721682,-0.005890905,-0.002790615,-0.002120175,0.00456608,0.008121585,0.013485636,0.011123708,0.007149447,0.006064256,-0.001521016,-0.00827505,-0.014081943,-0.020652507,-0.019226769,-0.016914702,-0.017796912,-0.018483021,-0.023369508,-0.02457594,-0.02479454
462,MDV,Keep,Maldives,NA,NA,NA,NA,NA,0.040494172,0.042868683,0.04249314,0.037659198,0.019114545,0.01794386,0.014892468,0.012369556,0.023523859,0.011546585,0.014658576,0.017212029,0.019129564,0.014786631,0.004791187,-3.51E-05
466,MLI,Keep,Mali,-0.012462275,-0.00609784,-0.014648598,-0.01923767,-0.025077032,-0.024927163,-0.023747922,-0.023356757,-0.022124685,-0.018766784,-0.015193484,-0.006166664,-0.005861189,-0.003586653,-0.003186599,-0.000956019,-0.001005035,-0.000986002,-0.002557323,-0.003327776,-0.006711399
470,MLT,Keep,Malta,-0.044115883,-0.055429658,-0.057010989,-0.061896313,-0.046414422,-0.033976095,-0.02518881,-0.019973102,-0.007883715,-0.007833144,-0.003511471,-0.014920125,-0.015958052,-0.02079453,-0.028397243,-0.035814747,-0.056488068,-0.080715432,-0.093282483,-0.08987099,-0.080809749
584,MHL,Keep,Marshall Islands,0.011995935,0.02198607,0.030855254,0.033977594,0.035004776,0.034414867,0.024425956,0.021573731,0.019997872,0.024075806,0.023402601,0.025117849,0.024008121,0.022446205,0.016577082,0.016290244,0.010551943,0.006571597,0.001358947,0.000932323,0.014691199
478,MRT,Keep,Mauritania,0.002182882,0.01220199,0.023026328,0.029789071,0.030041458,0.027598961,0.015186172,-0.004283993,-0.016187966,-0.028884534,-0.034587481,-0.032563806,-0.027858696,-0.020004987,-0.014055307,-0.007135287,-0.001660241,-0.00253349,-0.00017682,-0.004075573,-0.005682802
480,MUS,Keep,Mauritius,-0.012441749,-0.00832996,-0.006271422,-0.002090618,0.001103854,-0.002851798,-0.002145526,0.000151937,-0.002278733,-0.006553891,-0.009614699,-0.0106651,-0.013969218,-0.016814568,-0.01920964,-0.022140997,-0.023447902,-0.020881191,-0.018202422,-0.016859041,-0.016679494
484,MEX,Keep,Mexico,-0.000112561,-0.001620179,-0.002447274,-0.004364224,-0.003827912,-0.005885442,-0.002654007,-0.000674675,0.001833502,0.006270779,0.010135717,0.007689814,0.002874372,-0.002797282,-0.006212893,-0.012807844,-0.019248564,-0.024253831,-0.029345118,-0.03092257,-0.027292952
583,FSM,Keep,Micronesia,0.042016568,0.045950282,0.048065168,0.044195833,0.033927921,0.012208333,0.00082975,-0.008506923,-0.006295565,-0.010826009,-0.002687477,-0.011710872,-0.01150667,-0.009081321,0.001909795,0.014740343,0.017576689,0.018148565,0.021007451,0.017546231,0.038422065
498,MDA,Keep,Moldova,NA,NA,NA,NA,NA,-0.100423514,-0.089947975,-0.067238821,-0.058414025,-0.048270276,-0.043262218,-0.043097198,-0.04212476,-0.040507456,-0.038830687,-0.038591471,-0.03676515,-0.034160488,-0.030346368,-0.022104818,-0.019434049
496,MNG,Keep,Mongolia,-0.011307357,-0.022760888,-0.02696801,-0.031932668,-0.038322982,-0.049667431,-0.054862902,-0.054919643,-0.048080653,-0.042486072,-0.027567313,-0.010341137,0.008901234,0.027161554,0.039472879,0.028559108,0.012253391,0.003571202,0.005367141,-0.001838211,0.003048338
499,MNE,Keep,Montenegro,NA,NA,NA,NA,NA,NA,NA,0.003558867,-0.001651035,-0.003298796,-0.025480009,-0.028601176,-0.023782373,-0.014436586,-0.003367913,0.010382505,0.02128317,0.019211811,0.013687401,0.011473381,-0.002513051
504,MAR,Keep,Morocco,-0.003080864,-0.002593068,-0.004794336,-0.005603542,-0.007279894,-0.007693925,-0.003167088,-0.005239439,-0.004586802,-0.007476319,-0.010725964,-0.011168593,-0.012318302,-0.013011501,-0.017866494,-0.018556839,-0.017621353,-0.01784194,-0.015664028,-0.013520628,-0.011032832
508,MOZ,Keep,Mozambique,-0.058156754,-0.066391889,-0.070913279,-0.065825877,-0.060251762,-0.055044891,-0.043180232,-0.038537451,-0.040349132,-0.03818297,-0.046463388,-0.050857855,-0.054650861,-0.051344532,-0.044680125,-0.034432379,-0.026892977,-0.022263927,-0.014781849,-0.003579842,-0.003482662
104,MMR,Keep,Myanmar,-0.037162026,-0.042364108,-0.049013788,-0.057026626,-0.064581932,-0.070078354,-0.074991209,-0.078455757,-0.082094783,-0.085063219,-0.084621578,-0.082008635,-0.078970976,-0.077644466,-0.075775012,-0.070022965,-0.062321112,-0.052073638,-0.042663623,-0.036615342,-0.027929996
516,NAM,Keep,Namibia,-0.025125929,-0.019408511,-0.014873347,-0.022839433,-0.025250835,-0.027782898,-0.025918131,-0.021778486,-0.02514546,-0.028661393,-0.020697365,-0.014060685,0.007547023,0.020181494,-1.09E-05,-0.022063294,-0.038213402,-0.043355351,-0.049176315,-0.061245202,-0.062790891
520,NRU,Keep,Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.096458501,-0.100652366,-0.093878391,-0.110717188,-0.096334861,-0.085073899,-0.058033183
524,NPL,Keep,Nepal,-0.022115039,-0.02173088,-0.02305488,-0.024852559,-0.024885304,-0.027823762,-0.026708118,-0.026591843,-0.026275604,-0.025542463,-0.021942737,-0.020040037,-0.018228078,-0.016840312,-0.01404654,-0.012756921,-0.013967426,-0.010939074,-0.010434642,-0.011158221,-0.009415546
528,NLD,Keep,Netherlands,-0.02541218,-0.031996637,-0.035944527,-0.038218133,-0.036783452,-0.034088099,-0.031114103,-0.026141574,-0.024077616,-0.023626684,-0.023043712,-0.020289124,-0.02167179,-0.020794318,-0.017834312,-0.015796527,-0.014230511,-0.01398792,-0.016631588,-0.022753469,-0.027244441
554,NZL,Keep,New Zealand,-0.017538968,-0.018928606,-0.018181958,-0.017779564,-0.019302901,-0.02256234,-0.026521203,-0.030671086,-0.032533321,-0.03239805,-0.030124324,-0.027566792,-0.024099712,-0.018717837,-0.015402441,-0.012683915,-0.01317401,-0.016096153,-0.020457257,-0.024035593,-0.025579521
558,NIC,Keep,Nicaragua,-0.013743469,-0.010770927,-0.016111274,-0.014046918,-0.004629259,0.001440329,0.001443686,-0.003858081,-0.008683281,-0.016116902,-0.016709996,-0.018207661,-0.018039406,-0.018136356,-0.015530588,-0.014816096,-0.012388845,-0.011605009,-0.014962127,-0.015894367,-0.007885497
562,NER,Keep,Niger,0.019629448,0.016598932,0.012153043,0.006421314,0.003583935,0.00322983,0.000733592,-0.000624983,0.000191166,-0.003551074,-0.003059291,-0.006361906,-0.009565476,-0.014195306,-0.015928274,-0.014882032,-0.014852893,-0.015209873,-0.013708926,-0.013372448,-0.010614732
566,NGA,Keep,Nigeria,0.024485358,0.015555225,0.004569036,-0.020564315,-0.038741633,-0.05548561,-0.065986375,-0.070767687,-0.077824661,-0.085180437,-0.092927597,-0.085269894,-0.069556426,-0.065448129,-0.056506991,-0.048711152,-0.04101144,-0.033470842,-0.025836141,-0.018376141,-0.019716911
807,MKD,Keep,North Macedonia,-0.001180317,0.008530404,0.003045385,-0.007273208,-0.015532274,-0.0226413,-0.028312149,-0.030669363,-0.043436388,-0.048085408,-0.058217152,-0.063817523,-0.05964586,-0.05839311,-0.056581295,-0.054167134,-0.05187502,-0.048660463,-0.045380842,-0.045241108,-0.042897755
578,NOR,Keep,Norway,-0.019418605,-0.015383859,-0.010837734,-0.013066876,-0.005959982,-0.004472871,-0.005854919,-0.008939181,-0.011962792,-0.007292961,-0.003380895,-0.005657309,-0.011321449,-0.019365096,-0.017770124,-0.018931787,-0.021961508,-0.028503612,-0.030587899,-0.022734628,-0.014818485
512,OMN,Keep,Oman,-0.012830915,-0.005395473,0.005364362,0.01534812,0.032089475,0.037631369,0.044668541,0.051088983,0.053288817,0.039336793,0.024647633,0.014075617,0.005291179,-0.000711197,0.005360893,0.003403105,0.002256068,0.003193659,0.007917971,0.007101181,0.001614836
586,PAK,Keep,Pakistan,-0.003093703,-0.000104823,-0.000964713,-0.00246569,-0.003270077,-0.004195547,-0.007856808,-0.010056434,-0.011214237,-0.010684745,-0.010118636,-0.009977274,-0.010553534,-0.010531236,-0.011675402,-0.013399015,-0.015031641,-0.013361604,-0.009366446,-0.006358897,-0.002875582
585,PLW,Keep,Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.005429776,0.00514186,0.013033852,0.011471901,0.005222664,-0.006767363,-0.016663804,-0.023239175,-0.024552897,-0.030987381,-0.010883747
591,PAN,Keep,Panama,-0.009823188,-0.011836228,-0.005812956,-0.002526456,-0.003659713,-0.008724498,-0.014621483,-0.016789653,-0.028085675,-0.035192175,-0.038200819,-0.040254908,-0.032380517,-0.03275637,-0.027711989,-0.030830416,-0.03141839,-0.032655826,-0.035767225,-0.042478549,-0.038747815
598,PNG,Keep,Papua New Guinea,-0.002894512,0.016318063,0.033956042,0.048311461,0.049751459,0.047929205,0.048389329,0.038959466,0.02777819,0.037470609,0.011184697,-0.015516583,-0.03669554,-0.053040859,-0.065299905,-0.06184404,-0.045425397,-0.025973692,-0.008480487,0.017824336,0.028347744
600,PRY,Keep,Paraguay,-0.004465639,-0.003277106,-0.002600804,-0.002137138,0.002077579,0.000540469,0.001125792,-0.002018323,-0.004091032,-0.010256215,-0.011434207,-0.016516862,-0.016192008,-0.01333201,-0.009496726,-0.010687351,-0.011687156,-0.013316098,-0.010746845,-0.017834133,-0.01823733
604,PER,Keep,Peru,-0.019205437,-0.016061481,-0.01660006,-0.016530872,-0.015284704,-0.01664616,-0.018328754,-0.025201811,-0.028470549,-0.03313019,-0.028678126,-0.024056797,-0.022417339,-0.02139623,-0.024683167,-0.021322657,-0.017629323,-0.017382524,-0.015336015,-0.017903659,-0.015132373
608,PHL,Keep,Philippines,0.004070917,-0.001092358,-0.006325168,-0.010585496,-0.015987812,-0.019895219,-0.023149312,-0.030001299,-0.034017431,-0.037356352,-0.036148596,-0.033849503,-0.031478141,-0.028829437,-0.026030719,-0.02331031,-0.020581981,-0.021125637,-0.020949481,-0.020532244,-0.02000144
616,POL,Keep,Poland,-0.056312834,-0.066684574,-0.06837639,-0.067431638,-0.063316911,-0.060503257,-0.055360584,-0.047127751,-0.041247006,-0.0391228,-0.040936186,-0.04255819,-0.042807998,-0.043120496,-0.040150527,-0.039770515,-0.037818423,-0.032585481,-0.029241797,-0.02620999,-0.030478114
620,PRT,Keep,Portugal,0.005647815,0.002658922,-0.003242161,-0.002661052,-0.005367758,-0.006354465,-0.004179453,-0.008714475,-0.014452064,-0.019161139,-0.014860426,-0.013977671,-0.013260418,-0.006249239,-0.000876948,0.005573478,0.015722832,0.019235848,0.021453637,0.017016247,0.014185172
634,QAT,Keep,Qatar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.072722235,-0.075907062,-0.073399108,-0.064336179,-0.051091567,-0.036651851,-0.023965666,-0.013881422,-0.008184447,-0.009432427,-0.006387765
178,COG,Keep,Republic of Congo,0.050482829,0.055326242,0.049514963,0.01753925,-0.004007293,-0.020636023,-0.027466209,-0.028838635,-0.027787428,-0.026044118,-0.019326236,-0.009524214,-0.003191134,-0.024730146,-0.036294418,-0.047136046,-0.04547389,-0.032583269,-0.015994628,0.001548592,0.012995206
642,ROU,Keep,Romania,-0.047553666,-0.048886662,-0.049885589,-0.048073626,-0.042953472,-0.044805232,-0.045488036,-0.044336472,-0.044035652,-0.050304155,-0.059772136,-0.06173744,-0.057191448,-0.053775197,-0.051120337,-0.050630438,-0.0477885,-0.04395189,-0.040282626,-0.041780208,-0.047116298
643,RUS,Keep,Russia,0.014250216,0.001331097,-0.012687002,-0.022186602,-0.029715771,-0.036383194,-0.041694357,-0.045059383,-0.051688628,-0.052433214,-0.04874835,-0.044664192,-0.038130944,-0.030871803,-0.024024552,-0.018547928,-0.012163145,-0.006380526,-0.004465545,-0.003743442,-0.003746213
646,RWA,Keep,Rwanda,0.018182045,0.002800611,-0.01367472,-0.040419286,-0.061193984,-0.039565832,-0.037877718,-0.036992632,-0.035630114,-0.037182769,-0.033319001,-0.033309159,-0.035977429,-0.043077442,-0.044159058,-0.044965346,-0.043005721,-0.041756902,-0.03872644,-0.038252407,-0.039630224
659,KNA,Keep,Saint Kitts and Nevis,-0.005360704,-0.004190554,-0.0027727,0.002189137,0.00722596,0.012636475,0.007637804,5.77587408296942e-05,-0.003668008,-0.007529338,-0.005358678,-0.004872085,-0.005565466,-0.00519845,-0.003414576,-0.000202926,-0.004290543,-0.010032913,-0.009379695,-0.011654305,-0.008620754
662,LCA,Keep,Saint Lucia,0.048278519,0.04005651,0.032260073,0.003033319,-0.005489416,-0.013811098,-0.016770366,-0.015358782,-0.021343955,-0.035334591,-0.037118464,-0.031466237,-0.027551931,-0.030110113,-0.02302514,-0.012787663,-0.002592257,0.003419265,-0.00026045,-0.006279919,-0.006083928
670,VCT,Keep,Saint Vincent and the Grenadines,0.028402408,0.020406905,0.020833969,0.014396486,0.007479563,0.009866499,0.008547659,0.001915723,-0.000119076,-0.009781712,0.004972696,-0.002678122,-0.005947452,4.19923319385784e-05,-0.005637446,0.00378793,-0.000356759,-0.002173319,0.002656232,-0.008174648,0.007412767
882,WSM,Keep,Samoa,-0.009349032,-0.013761602,-0.01529848,-0.01765268,-0.02050199,-0.020616133,-0.02192631,-0.024094631,-0.026992018,-0.027140763,-0.019956544,-0.012314039,-0.003542297,0.005282264,0.013727663,0.021056583,0.028320801,0.029900524,0.023762766,0.017775641,0.02286504
674,SMR,Keep,San Marino,NA,NA,NA,NA,NA,NA,NA,-0.022429833,-0.023561428,-0.024508961,-0.02527487,-0.019300168,-0.011177107,-0.001127797,0.00419263,0.005415847,0.007298391,0.005017025,-0.001223171,-0.010048416,-0.023263545
678,STP,Keep,Sao Tome and Principe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.008719855,-0.014166756,-0.013112743,-0.012420954,-0.011522943,-0.011689879,-0.011476769,-0.010852083,-0.015706341,-0.02067992
682,SAU,Keep,Saudi Arabia,-0.020867471,-0.021973697,-0.013185442,0.001600113,0.016540305,0.035896805,0.038572395,0.044880357,0.034196054,0.018517523,0.008763193,0.00935923,0.003590258,0.006560728,0.001117423,0.003141898,0.003804247,0.000830099,-0.005614062,-0.012653428,-0.013885153
686,SEN,Keep,Senegal,-0.012819733,-0.015095329,-0.019027121,-0.022694317,-0.026885865,-0.023794487,-0.022713748,-0.020395513,-0.02072436,-0.022325898,-0.021882563,-0.011106272,-0.001551952,0.00186262,0.002098327,0.00305992,0.003216437,-8.69E-05,-0.008722316,-0.018168032,-0.027258861
688,SRB,Keep,Serbia,NA,NA,NA,NA,NA,-0.007578754,-0.017711467,-0.016871508,-0.018032566,-0.019346578,-0.031048453,-0.03379869,-0.031252121,-0.029570507,-0.024892373,-0.023223598,-0.022641027,-0.015115771,-0.01091772,-0.010638074,-0.009390825
690,SYC,Keep,Seychelles,0.067137763,0.083906452,0.104735864,0.100844555,0.092182286,0.097722384,0.081825666,0.05951924,0.030109826,0.011159092,-0.01459788,-0.042752374,-0.075112211,-0.096535988,-0.120033413,-0.102774046,-0.087589401,-0.058318541,-0.038571491,-0.022425462,-0.014674062
694,SLE,Keep,Sierra Leone,-0.009302035,-0.017715196,-0.014594748,-0.009481464,0.001175352,0.014656797,0.02672945,0.034429495,0.030996264,0.015192377,-0.00191841,-0.023180822,-0.026183818,-0.033142233,-0.043313371,-0.046843141,-0.037683995,-0.017143146,-0.006756162,-0.006940674,-0.009149772
702,SGP,Keep,Singapore,-0.054209305,-0.051945312,-0.043597034,-0.040046178,-0.033024493,-0.02560481,-0.051128109,-0.062873085,-0.063238369,-0.05708064,-0.029237833,-0.027919622,-0.044872374,-0.04770822,-0.038178322,-0.031480013,-0.033892947,-0.05223565,-0.066408385,-0.069798223,-0.04282299
703,SVK,Keep,Slovakia,NA,NA,-0.05354164,-0.047669691,-0.042127736,-0.040325731,-0.038923698,-0.040183776,-0.04831755,-0.055464719,-0.058867847,-0.060606041,-0.058025361,-0.054959768,-0.049086805,-0.044682081,-0.038953728,-0.032487946,-0.030538502,-0.030119204,-0.032116387
705,SVN,Keep,Slovenia,NA,NA,NA,NA,NA,-0.034442576,-0.033119433,-0.030968982,-0.029612357,-0.02714858,-0.025902845,-0.027027384,-0.026182651,-0.023419316,-0.020880144,-0.023694154,-0.024428597,-0.025436844,-0.029055076,-0.0317328,-0.03593094
90,SLB,Keep,Solomon Islands,-0.011230272,0.005509883,0.0271914,0.043769811,0.055138833,0.059349228,0.054060288,0.043960251,0.03152375,0.015399485,-0.00254431,-0.01402665,-0.019772556,-0.019865558,-0.019062008,-0.0208061,-0.025305688,-0.030656384,-0.035135728,-0.037984826,-0.026800752
706,SOM,Keep,Somalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,ZAF,Keep,South Africa,0.001856051,0.000204774,-0.004237527,-0.012981425,-0.015492133,-0.01448177,-0.015488881,-0.01662754,-0.015754873,-0.013459145,-0.010410205,-0.010498912,-0.014993809,-0.023107389,-0.027007485,-0.024155671,-0.027168145,-0.027367208,-0.026203061,-0.023810567,-0.017203161
410,KOR,Keep,South Korea,-0.013894438,-0.014366881,-0.019054349,-0.024501542,-0.026664801,-0.028789656,-0.032619224,-0.035576612,-0.034435984,-0.034598786,-0.033595253,-0.027115945,-0.020402704,-0.015049688,-0.010950507,-0.007563112,-0.007703521,-0.008733737,-0.010766784,-0.012746423,-0.017314744
728,SSD,Keep,South Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,ESP,Keep,Spain,-0.002537616,-0.002621674,-0.004038866,-0.003574768,-0.005333798,-0.004478191,-0.003586582,-0.007258239,-0.009034633,-0.014343469,-0.019851068,-0.02590143,-0.030654721,-0.031700825,-0.033856024,-0.033057677,-0.028769814,-0.02683015,-0.020297237,-0.018009234,-0.020734895
144,LKA,Keep,Sri Lanka,-0.026788941,-0.024207573,-0.021966665,-0.015877575,-0.01412556,-0.011741539,-0.011723159,-0.01455109,-0.020047214,-0.028080257,-0.033374904,-0.037595705,-0.037578175,-0.036208972,-0.037612019,-0.033593213,-0.024955584,-0.017402038,-0.015078624,-0.012472598,-0.007414842
729,SDN,Keep,Sudan,-0.004595676,-0.00657211,-0.012504672,-0.017743701,-0.022835241,-0.021339248,-0.022152552,-0.025906789,-0.033327041,-0.041627517,-0.045501459,-0.047125329,-0.047518944,-0.042503218,-0.037406802,-0.031493648,-0.024267457,-0.020106766,-0.018430796,-0.018909416,-0.017522244
740,SUR,Keep,Suriname,-0.002346396,-0.015283404,-0.021381022,-0.041497918,-0.055182356,-0.067637486,-0.075636534,-0.074563728,-0.073751184,-0.064926305,-0.051768866,-0.031960188,-0.011483216,-0.001841775,0.006018572,0.012181926,0.013820405,0.011848206,0.007613422,0.008233543,0.009601705
752,SWE,Keep,Sweden,-0.017446781,-0.027043159,-0.032116639,-0.032482471,-0.031482858,-0.028937462,-0.026506205,-0.022162654,-0.021763393,-0.020770838,-0.024474127,-0.025466601,-0.026901777,-0.025993526,-0.027865266,-0.030665002,-0.038798213,-0.038740303,-0.042750245,-0.045834106,-0.048026953
756,CHE,Keep,Switzerland,-0.017620766,-0.021762461,-0.019385402,-0.017713351,-0.017261491,-0.01635566,-0.016700143,-0.016297849,-0.019588546,-0.019936139,-0.018025656,-0.023118359,-0.025160812,-0.026336162,-0.023447509,-0.02575716,-0.025603034,-0.026393451,-0.030784949,-0.034143516,-0.031695182
760,SYR,Keep,Syria,-0.019544685,-0.013061307,-0.011861324,-0.02745513,-0.026369468,-0.031252575,-0.038457086,-0.043787632,-0.039591141,-0.03648725,-0.030636455,-0.022951219,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,TWN,Keep,Taiwan,-0.011044193,-0.007928575,-0.003472202,-0.000291411,0.003664703,0.003712566,0.000801603,-0.00674995,-0.011163136,-0.01751101,-0.024753795,-0.02991476,-0.032159424,-0.034246152,-0.033253675,-0.031066398,-0.029629622,-0.027589234,-0.020499145,-0.016965512,-0.015598329
762,TJK,Keep,Tajikistan,0.035741007,0.001781236,-0.029824763,-0.044620477,-0.062816841,-0.076935242,-0.082689783,-0.073369482,-0.062768388,-0.052160802,-0.040836937,-0.032327028,-0.030750239,-0.033289654,-0.038424547,-0.034016483,-0.028628573,-0.01845409,-0.004716522,8.80555053199839e-05,-0.001951919
